[86.7 minutes]	Chunk 22: (pM50~GTSP2160~1) 205632 reads pass barcode filter.
[92.8 minutes]	Chunk 22: (7443) reads remaining after read length filters.
[92.8 minutes]	Chunk 22: (pLinus~GTSP2166~1) completed with 7443 reads.
[93.2 minutes]	Chunk 22: (pLinus~GTSP2167~1) 205632 reads pass barcode filter.
[93.2 minutes]	Chunk 22: (pLinus~GTSP2167~1) 11918 reads pass linker code filter.
[93.2 minutes]	Chunk 22: (pLinus~GTSP2167~1) 11776 reads pass all demultiplexing filters.
[93.3 minutes]	Chunk 22: (pLinus~GTSP2167~1) 3 reads aligned to the vector and will be removed.
[93.3 minutes]	Chunk 22: (pLinus~GTSP2167~1) 11775 reads remain after removing vector aligned reads and synchronizing.
[93.3 minutes]	Chunk 22: (pLinus~GTSP2167~1) 723 reads removed by virus read start test filter (10 NTs).
[93.3 minutes]	Chunk 22: (pLinus~GTSP2167~1) 723 reads removed after all filters.
[93.6 minutes]	Chunk 22: (pLinus~GTSP2167~1) 2 reads remaining after LTR/ITR capture.
[93.6 minutes]	Chunk 22: (pLinus~GTSP2167~1) captured random linker ids.
[93.7 minutes]	Chunk 22: (8105) reads remaining after read length filters.
[93.7 minutes]	Chunk 22: (pLinus~GTSP2167~1) completed with 8105 reads.
[94.1 minutes]	Chunk 22: (pLinus~GTSP2168~1) 205632 reads pass barcode filter.
[94.2 minutes]	Chunk 22: (pLinus~GTSP2168~1) 10310 reads pass linker code filter.
[94.2 minutes]	Chunk 22: (pLinus~GTSP2168~1) 10172 reads pass all demultiplexing filters.
[94.2 minutes]	Chunk 22: (pLinus~GTSP2168~1) 0 reads aligned to the vector and will be removed.
[94.2 minutes]	Chunk 22: (pLinus~GTSP2168~1) 10172 reads remain after removing vector aligned reads and synchronizing.
[94.2 minutes]	Chunk 22: (pLinus~GTSP2168~1) 507 reads removed by virus read start test filter (10 NTs).
[94.2 minutes]	Chunk 22: (pLinus~GTSP2168~1) 507 reads removed after all filters.
[94.5 minutes]	Chunk 22: (pLinus~GTSP2168~1) 2 reads remaining after LTR/ITR capture.
[94.6 minutes]	Chunk 22: (pLinus~GTSP2168~1) captured random linker ids.
[94.6 minutes]	Chunk 22: (5582) reads remaining after read length filters.
[94.6 minutes]	Chunk 22: (pLinus~GTSP2168~1) completed with 5582 reads.
[95.0 minutes]	Chunk 22: (NTC~NTC1~1) 205632 reads pass barcode filter.
[95.0 minutes]	Chunk 22: (NTC~NTC1~1) 0 reads pass linker code filter.
[95.0 minutes]	Chunk 22: (NTC~NTC1~1) No reads demultiplexed.
[95.5 minutes]	Chunk 22: (pH19~GTSP2169~1) 205632 reads pass barcode filter.
[95.5 minutes]	Chunk 22: (pH19~GTSP2169~1) 5553 reads pass linker code filter.
[95.5 minutes]	Chunk 22: (pH19~GTSP2169~1) 5457 reads pass all demultiplexing filters.
[95.6 minutes]	Chunk 22: (pH19~GTSP2169~1) 22 reads aligned to the vector and will be removed.
[95.6 minutes]	Chunk 22: (pH19~GTSP2169~1) 5448 reads remain after removing vector aligned reads and synchronizing.
[95.6 minutes]	Chunk 22: (pH19~GTSP2169~1) 328 reads removed by virus read start test filter (10 NTs).
[95.6 minutes]	Chunk 22: (pH19~GTSP2169~1) 328 reads removed after all filters.
[95.7 minutes]	Chunk 22: (pH19~GTSP2169~1) 2 reads remaining after LTR/ITR capture.
[95.7 minutes]	Chunk 22: (pH19~GTSP2169~1) captured random linker ids.
[95.7 minutes]	Chunk 22: (2845) reads remaining after read length filters.
[95.7 minutes]	Chunk 22: (pH19~GTSP2169~1) completed with 2845 reads.
[96.2 minutes]	Chunk 22: (pH19~GTSP2170~1) 205632 reads pass barcode filter.
[96.2 minutes]	Chunk 22: (pH19~GTSP2170~1) 6101 reads pass linker code filter.
[96.2 minutes]	Chunk 22: (pH19~GTSP2170~1) 6027 reads pass all demultiplexing filters.
[96.3 minutes]	Chunk 22: (pH19~GTSP2170~1) 51 reads aligned to the vector and will be removed.
[96.3 minutes]	Chunk 22: (pH19~GTSP2170~1) 6002 reads remain after removing vector aligned reads and synchronizing.
[96.3 minutes]	Chunk 22: (pH19~GTSP2170~1) 282 reads removed by virus read start test filter (10 NTs).
[96.3 minutes]	Chunk 22: (pH19~GTSP2170~1) 282 reads removed after all filters.
[96.5 minutes]	Chunk 22: (pH19~GTSP2170~1) 2 reads remaining after LTR/ITR capture.
[96.5 minutes]	Chunk 22: (pH19~GTSP2170~1) captured random linker ids.
[96.5 minutes]	Chunk 22: (3562) reads remaining after read length filters.
[96.5 minutes]	Chunk 22: (pH19~GTSP2170~1) completed with 3562 reads.
[97.0 minutes]	Chunk 22: (pH19~GTSP2171~1) 205632 reads pass barcode filter.
[97.0 minutes]	Chunk 22: (pH19~GTSP2171~1) 25 reads pass linker code filter.
[97.0 minutes]	Chunk 22: (pH19~GTSP2171~1) 25 reads pass all demultiplexing filters.
[97.0 minutes]	Chunk 22: (pH19~GTSP2171~1) 0 reads aligned to the vector and will be removed.
[97.0 minutes]	Chunk 22: (pH19~GTSP2171~1) 25 reads remain after removing vector aligned reads and synchronizing.
[97.0 minutes]	Chunk 22: (pH19~GTSP2171~1) 1 reads removed by virus read start test filter (10 NTs).
[97.0 minutes]	Chunk 22: (pH19~GTSP2171~1) 1 reads removed after all filters.
[97.0 minutes]	Chunk 22: (pH19~GTSP2171~1) 2 reads remaining after LTR/ITR capture.
[97.0 minutes]	Chunk 22: (pH19~GTSP2171~1) captured random linker ids.
[97.0 minutes]	Chunk 22: (14) reads remaining after read length filters.
[97.0 minutes]	Chunk 22: (pH19~GTSP2171~1) completed with 14 reads.
[97.5 minutes]	Chunk 22: (pJ60~GTSP2172~1) 205632 reads pass barcode filter.
[97.5 minutes]	Chunk 22: (pJ60~GTSP2172~1) 14874 reads pass linker code filter.
[97.5 minutes]	Chunk 22: (pJ60~GTSP2172~1) 14619 reads pass all demultiplexing filters.
[97.7 minutes]	Chunk 22: (pJ60~GTSP2172~1) 94 reads aligned to the vector and will be removed.
[97.7 minutes]	Chunk 22: (pJ60~GTSP2172~1) 14587 reads remain after removing vector aligned reads and synchronizing.
[97.7 minutes]	Chunk 22: (pJ60~GTSP2172~1) 767 reads removed by virus read start test filter (10 NTs).
[97.7 minutes]	Chunk 22: (pJ60~GTSP2172~1) 767 reads removed after all filters.
[98.3 minutes]	Chunk 22: (pJ60~GTSP2172~1) 2 reads remaining after LTR/ITR capture.
[98.3 minutes]	Chunk 22: (pJ60~GTSP2172~1) captured random linker ids.
[98.4 minutes]	Chunk 22: (8283) reads remaining after read length filters.
[98.4 minutes]	Chunk 22: (pJ60~GTSP2172~1) completed with 8283 reads.
[98.8 minutes]	Chunk 22: (pJ60~GTSP2173~1) 205632 reads pass barcode filter.
[98.9 minutes]	Chunk 22: (pJ60~GTSP2173~1) 14788 reads pass linker code filter.
[98.9 minutes]	Chunk 22: (pJ60~GTSP2173~1) 14602 reads pass all demultiplexing filters.
[99.0 minutes]	Chunk 22: (pJ60~GTSP2173~1) 170 reads aligned to the vector and will be removed.
[99.0 minutes]	Chunk 22: (pJ60~GTSP2173~1) 14545 reads remain after removing vector aligned reads and synchronizing.
[99.0 minutes]	Chunk 22: (pJ60~GTSP2173~1) 762 reads removed by virus read start test filter (10 NTs).
[99.0 minutes]	Chunk 22: (pJ60~GTSP2173~1) 762 reads removed after all filters.
[99.5 minutes]	Chunk 22: (pJ60~GTSP2173~1) 2 reads remaining after LTR/ITR capture.
[99.6 minutes]	Chunk 22: (pJ60~GTSP2173~1) captured random linker ids.
[99.6 minutes]	Chunk 22: (8636) reads remaining after read length filters.
[99.6 minutes]	Chunk 22: (pJ60~GTSP2173~1) completed with 8636 reads.
[100.0 minutes]	Chunk 22: (pJ60~GTSP2174~1) 205632 reads pass barcode filter.
[100.1 minutes]	Chunk 22: (pJ60~GTSP2174~1) 12805 reads pass linker code filter.
[100.1 minutes]	Chunk 22: (pJ60~GTSP2174~1) 12610 reads pass all demultiplexing filters.
[100.2 minutes]	Chunk 22: (pJ60~GTSP2174~1) 34 reads aligned to the vector and will be removed.
[100.2 minutes]	Chunk 22: (pJ60~GTSP2174~1) 12598 reads remain after removing vector aligned reads and synchronizing.
[100.2 minutes]	Chunk 22: (pJ60~GTSP2174~1) 615 reads removed by virus read start test filter (10 NTs).
[100.2 minutes]	Chunk 22: (pJ60~GTSP2174~1) 615 reads removed after all filters.
[100.6 minutes]	Chunk 22: (pJ60~GTSP2174~1) 2 reads remaining after LTR/ITR capture.
[100.6 minutes]	Chunk 22: (pJ60~GTSP2174~1) captured random linker ids.
[100.6 minutes]	Chunk 22: (6356) reads remaining after read length filters.
[100.6 minutes]	Chunk 22: (pJ60~GTSP2174~1) completed with 6356 reads.
[101.0 minutes]	Chunk 22: (pM06~GTSP2175~1) 205632 reads pass barcode filter.
[101.0 minutes]	Chunk 22: (pM06~GTSP2175~1) 11667 reads pass linker code filter.
[101.1 minutes]	Chunk 22: (pM06~GTSP2175~1) 11448 reads pass all demultiplexing filters.
[101.2 minutes]	Chunk 22: (pM06~GTSP2175~1) 191 reads aligned to the vector and will be removed.
[101.2 minutes]	Chunk 22: (pM06~GTSP2175~1) 11373 reads remain after removing vector aligned reads and synchronizing.
[101.2 minutes]	Chunk 22: (pM06~GTSP2175~1) 687 reads removed by virus read start test filter (10 NTs).
[101.2 minutes]	Chunk 22: (pM06~GTSP2175~1) 687 reads removed after all filters.
[101.7 minutes]	Chunk 22: (pM06~GTSP2175~1) 2 reads remaining after LTR/ITR capture.
[101.7 minutes]	Chunk 22: (pM06~GTSP2175~1) captured random linker ids.
[101.7 minutes]	Chunk 22: (4485) reads remaining after read length filters.
[101.7 minutes]	Chunk 22: (pM06~GTSP2175~1) completed with 4485 reads.
[102.1 minutes]	Chunk 22: (pM06~GTSP2176~1) 205632 reads pass barcode filter.
[102.2 minutes]	Chunk 22: (pM06~GTSP2176~1) 16396 reads pass linker code filter.
[102.2 minutes]	Chunk 22: (pM06~GTSP2176~1) 16112 reads pass all demultiplexing filters.
[102.3 minutes]	Chunk 22: (pM06~GTSP2176~1) 305 reads aligned to the vector and will be removed.
[102.3 minutes]	Chunk 22: (pM06~GTSP2176~1) 15993 reads remain after removing vector aligned reads and synchronizing.
[102.3 minutes]	Chunk 22: (pM06~GTSP2176~1) 732 reads removed by virus read start test filter (10 NTs).
[102.3 minutes]	Chunk 22: (pM06~GTSP2176~1) 732 reads removed after all filters.
[102.9 minutes]	Chunk 22: (pM06~GTSP2176~1) 2 reads remaining after LTR/ITR capture.
[102.9 minutes]	Chunk 22: (pM06~GTSP2176~1) captured random linker ids.
[102.9 minutes]	Chunk 22: (6598) reads remaining after read length filters.
[102.9 minutes]	Chunk 22: (pM06~GTSP2176~1) completed with 6598 reads.
[103.3 minutes]	Chunk 22: (pM06~GTSP2177~1) 205632 reads pass barcode filter.
[103.4 minutes]	Chunk 22: (pM06~GTSP2177~1) 12478 reads pass linker code filter.
[103.4 minutes]	Chunk 22: (pM06~GTSP2177~1) 12299 reads pass all demultiplexing filters.
[103.5 minutes]	Chunk 22: (pM06~GTSP2177~1) 224 reads aligned to the vector and will be removed.
[103.5 minutes]	Chunk 22: (pM06~GTSP2177~1) 12205 reads remain after removing vector aligned reads and synchronizing.
[103.5 minutes]	Chunk 22: (pM06~GTSP2177~1) 497 reads removed by virus read start test filter (10 NTs).
[103.5 minutes]	Chunk 22: (pM06~GTSP2177~1) 497 reads removed after all filters.
[104.0 minutes]	Chunk 22: (pM06~GTSP2177~1) 2 reads remaining after LTR/ITR capture.
[104.0 minutes]	Chunk 22: (pM06~GTSP2177~1) captured random linker ids.
[104.0 minutes]	Chunk 22: (5238) reads remaining after read length filters.
[104.0 minutes]	Chunk 22: (pM06~GTSP2177~1) completed with 5238 reads.
[104.5 minutes]	Chunk 22: (pHO2~GTSP2178~1) 205632 reads pass barcode filter.
[104.5 minutes]	Chunk 22: (pHO2~GTSP2178~1) 10742 reads pass linker code filter.
[104.5 minutes]	Chunk 22: (pHO2~GTSP2178~1) 10550 reads pass all demultiplexing filters.
[104.7 minutes]	Chunk 22: (pHO2~GTSP2178~1) 9 reads aligned to the vector and will be removed.
[104.7 minutes]	Chunk 22: (pHO2~GTSP2178~1) 10547 reads remain after removing vector aligned reads and synchronizing.
[104.7 minutes]	Chunk 22: (pHO2~GTSP2178~1) 209 reads removed by virus read start test filter (10 NTs).
[104.7 minutes]	Chunk 22: (pHO2~GTSP2178~1) 209 reads removed after all filters.
[104.9 minutes]	Chunk 22: (pHO2~GTSP2178~1) 2 reads remaining after LTR/ITR capture.
[104.9 minutes]	Chunk 22: (pHO2~GTSP2178~1) captured random linker ids.
[104.9 minutes]	Chunk 22: (3127) reads remaining after read length filters.
[104.9 minutes]	Chunk 22: (pHO2~GTSP2178~1) completed with 3127 reads.
[105.3 minutes]	Chunk 22: (pM12~GTSP2179~1) 205632 reads pass barcode filter.
[105.3 minutes]	Chunk 22: (pM12~GTSP2179~1) 8284 reads pass linker code filter.
[105.3 minutes]	Chunk 22: (pM12~GTSP2179~1) 8160 reads pass all demultiplexing filters.
[105.4 minutes]	Chunk 22: (pM12~GTSP2179~1) 6 reads aligned to the vector and will be removed.
[105.4 minutes]	Chunk 22: (pM12~GTSP2179~1) 8158 reads remain after removing vector aligned reads and synchronizing.
[105.4 minutes]	Chunk 22: (pM12~GTSP2179~1) 223 reads removed by virus read start test filter (10 NTs).
[105.4 minutes]	Chunk 22: (pM12~GTSP2179~1) 223 reads removed after all filters.
[105.6 minutes]	Chunk 22: (pM12~GTSP2179~1) 2 reads remaining after LTR/ITR capture.
[105.6 minutes]	Chunk 22: (pM12~GTSP2179~1) captured random linker ids.
[105.6 minutes]	Chunk 22: (2505) reads remaining after read length filters.
[105.6 minutes]	Chunk 22: (pM12~GTSP2179~1) completed with 2505 reads.
[106.0 minutes]	Chunk 22: (NTC~NTC2~1) 205632 reads pass barcode filter.
[106.0 minutes]	Chunk 22: (NTC~NTC2~1) 0 reads pass linker code filter.
[106.0 minutes]	Chunk 22: (NTC~NTC2~1) No reads demultiplexed.
