[86.8 minutes]	Chunk 24: (pM50~GTSP2160~1) 206722 reads pass barcode filter.
[92.5 minutes]	Chunk 24: (pLinus~GTSP2166~1) 14162 reads remain after removing vector aligned reads and synchronizing.
[92.5 minutes]	Chunk 24: (pLinus~GTSP2166~1) 628 reads removed by virus read start test filter (10 NTs).
[92.5 minutes]	Chunk 24: (pLinus~GTSP2166~1) 628 reads removed after all filters.
[92.9 minutes]	Chunk 24: (pLinus~GTSP2166~1) 2 reads remaining after LTR/ITR capture.
[92.9 minutes]	Chunk 24: (pLinus~GTSP2166~1) captured random linker ids.
[92.9 minutes]	Chunk 24: (7580) reads remaining after read length filters.
[92.9 minutes]	Chunk 24: (pLinus~GTSP2166~1) completed with 7580 reads.
[93.4 minutes]	Chunk 24: (pLinus~GTSP2167~1) 206722 reads pass barcode filter.
[93.4 minutes]	Chunk 24: (pLinus~GTSP2167~1) 12184 reads pass linker code filter.
[93.4 minutes]	Chunk 24: (pLinus~GTSP2167~1) 12049 reads pass all demultiplexing filters.
[93.5 minutes]	Chunk 24: (pLinus~GTSP2167~1) 0 reads aligned to the vector and will be removed.
[93.5 minutes]	Chunk 24: (pLinus~GTSP2167~1) 12049 reads remain after removing vector aligned reads and synchronizing.
[93.5 minutes]	Chunk 24: (pLinus~GTSP2167~1) 696 reads removed by virus read start test filter (10 NTs).
[93.5 minutes]	Chunk 24: (pLinus~GTSP2167~1) 696 reads removed after all filters.
[93.8 minutes]	Chunk 24: (pLinus~GTSP2167~1) 2 reads remaining after LTR/ITR capture.
[93.8 minutes]	Chunk 24: (pLinus~GTSP2167~1) captured random linker ids.
[93.8 minutes]	Chunk 24: (8323) reads remaining after read length filters.
[93.8 minutes]	Chunk 24: (pLinus~GTSP2167~1) completed with 8323 reads.
[94.3 minutes]	Chunk 24: (pLinus~GTSP2168~1) 206722 reads pass barcode filter.
[94.3 minutes]	Chunk 24: (pLinus~GTSP2168~1) 10787 reads pass linker code filter.
[94.3 minutes]	Chunk 24: (pLinus~GTSP2168~1) 10638 reads pass all demultiplexing filters.
[94.4 minutes]	Chunk 24: (pLinus~GTSP2168~1) 1 reads aligned to the vector and will be removed.
[94.4 minutes]	Chunk 24: (pLinus~GTSP2168~1) 10637 reads remain after removing vector aligned reads and synchronizing.
[94.4 minutes]	Chunk 24: (pLinus~GTSP2168~1) 582 reads removed by virus read start test filter (10 NTs).
[94.4 minutes]	Chunk 24: (pLinus~GTSP2168~1) 582 reads removed after all filters.
[94.7 minutes]	Chunk 24: (pLinus~GTSP2168~1) 2 reads remaining after LTR/ITR capture.
[94.7 minutes]	Chunk 24: (pLinus~GTSP2168~1) captured random linker ids.
[94.7 minutes]	Chunk 24: (5701) reads remaining after read length filters.
[94.7 minutes]	Chunk 24: (pLinus~GTSP2168~1) completed with 5701 reads.
[95.2 minutes]	Chunk 24: (NTC~NTC1~1) 206722 reads pass barcode filter.
[95.2 minutes]	Chunk 24: (NTC~NTC1~1) 0 reads pass linker code filter.
[95.2 minutes]	Chunk 24: (NTC~NTC1~1) No reads demultiplexed.
[95.6 minutes]	Chunk 24: (pH19~GTSP2169~1) 206722 reads pass barcode filter.
[95.7 minutes]	Chunk 24: (pH19~GTSP2169~1) 5545 reads pass linker code filter.
[95.7 minutes]	Chunk 24: (pH19~GTSP2169~1) 5479 reads pass all demultiplexing filters.
[95.7 minutes]	Chunk 24: (pH19~GTSP2169~1) 42 reads aligned to the vector and will be removed.
[95.7 minutes]	Chunk 24: (pH19~GTSP2169~1) 5460 reads remain after removing vector aligned reads and synchronizing.
[95.7 minutes]	Chunk 24: (pH19~GTSP2169~1) 333 reads removed by virus read start test filter (10 NTs).
[95.7 minutes]	Chunk 24: (pH19~GTSP2169~1) 333 reads removed after all filters.
[95.8 minutes]	Chunk 24: (pH19~GTSP2169~1) 2 reads remaining after LTR/ITR capture.
[95.8 minutes]	Chunk 24: (pH19~GTSP2169~1) captured random linker ids.
[95.8 minutes]	Chunk 24: (2777) reads remaining after read length filters.
[95.8 minutes]	Chunk 24: (pH19~GTSP2169~1) completed with 2777 reads.
[96.3 minutes]	Chunk 24: (pH19~GTSP2170~1) 206722 reads pass barcode filter.
[96.3 minutes]	Chunk 24: (pH19~GTSP2170~1) 6037 reads pass linker code filter.
[96.3 minutes]	Chunk 24: (pH19~GTSP2170~1) 5970 reads pass all demultiplexing filters.
[96.4 minutes]	Chunk 24: (pH19~GTSP2170~1) 50 reads aligned to the vector and will be removed.
[96.4 minutes]	Chunk 24: (pH19~GTSP2170~1) 5947 reads remain after removing vector aligned reads and synchronizing.
[96.4 minutes]	Chunk 24: (pH19~GTSP2170~1) 262 reads removed by virus read start test filter (10 NTs).
[96.4 minutes]	Chunk 24: (pH19~GTSP2170~1) 262 reads removed after all filters.
[96.6 minutes]	Chunk 24: (pH19~GTSP2170~1) 2 reads remaining after LTR/ITR capture.
[96.6 minutes]	Chunk 24: (pH19~GTSP2170~1) captured random linker ids.
[96.6 minutes]	Chunk 24: (3596) reads remaining after read length filters.
[96.6 minutes]	Chunk 24: (pH19~GTSP2170~1) completed with 3596 reads.
[97.0 minutes]	Chunk 24: (pH19~GTSP2171~1) 206722 reads pass barcode filter.
[97.0 minutes]	Chunk 24: (pH19~GTSP2171~1) 28 reads pass linker code filter.
[97.0 minutes]	Chunk 24: (pH19~GTSP2171~1) 28 reads pass all demultiplexing filters.
[97.1 minutes]	Chunk 24: (pH19~GTSP2171~1) 0 reads aligned to the vector and will be removed.
[97.1 minutes]	Chunk 24: (pH19~GTSP2171~1) 28 reads remain after removing vector aligned reads and synchronizing.
[97.1 minutes]	Chunk 24: (pH19~GTSP2171~1) 1 reads removed by virus read start test filter (10 NTs).
[97.1 minutes]	Chunk 24: (pH19~GTSP2171~1) 1 reads removed after all filters.
[97.1 minutes]	Chunk 24: (pH19~GTSP2171~1) 2 reads remaining after LTR/ITR capture.
[97.1 minutes]	Chunk 24: (pH19~GTSP2171~1) captured random linker ids.
[97.1 minutes]	Chunk 24: (19) reads remaining after read length filters.
[97.1 minutes]	Chunk 24: (pH19~GTSP2171~1) completed with 19 reads.
[97.5 minutes]	Chunk 24: (pJ60~GTSP2172~1) 206722 reads pass barcode filter.
[97.6 minutes]	Chunk 24: (pJ60~GTSP2172~1) 14247 reads pass linker code filter.
[97.6 minutes]	Chunk 24: (pJ60~GTSP2172~1) 14002 reads pass all demultiplexing filters.
[97.7 minutes]	Chunk 24: (pJ60~GTSP2172~1) 76 reads aligned to the vector and will be removed.
[97.7 minutes]	Chunk 24: (pJ60~GTSP2172~1) 13976 reads remain after removing vector aligned reads and synchronizing.
[97.7 minutes]	Chunk 24: (pJ60~GTSP2172~1) 694 reads removed by virus read start test filter (10 NTs).
[97.7 minutes]	Chunk 24: (pJ60~GTSP2172~1) 694 reads removed after all filters.
[98.3 minutes]	Chunk 24: (pJ60~GTSP2172~1) 2 reads remaining after LTR/ITR capture.
[98.3 minutes]	Chunk 24: (pJ60~GTSP2172~1) captured random linker ids.
[98.3 minutes]	Chunk 24: (7937) reads remaining after read length filters.
[98.3 minutes]	Chunk 24: (pJ60~GTSP2172~1) completed with 7937 reads.
[98.8 minutes]	Chunk 24: (pJ60~GTSP2173~1) 206722 reads pass barcode filter.
[98.8 minutes]	Chunk 24: (pJ60~GTSP2173~1) 15100 reads pass linker code filter.
[98.9 minutes]	Chunk 24: (pJ60~GTSP2173~1) 14899 reads pass all demultiplexing filters.
[99.0 minutes]	Chunk 24: (pJ60~GTSP2173~1) 143 reads aligned to the vector and will be removed.
[99.0 minutes]	Chunk 24: (pJ60~GTSP2173~1) 14851 reads remain after removing vector aligned reads and synchronizing.
[99.0 minutes]	Chunk 24: (pJ60~GTSP2173~1) 805 reads removed by virus read start test filter (10 NTs).
[99.0 minutes]	Chunk 24: (pJ60~GTSP2173~1) 805 reads removed after all filters.
[99.5 minutes]	Chunk 24: (pJ60~GTSP2173~1) 2 reads remaining after LTR/ITR capture.
[99.5 minutes]	Chunk 24: (pJ60~GTSP2173~1) captured random linker ids.
[99.6 minutes]	Chunk 24: (8777) reads remaining after read length filters.
[99.6 minutes]	Chunk 24: (pJ60~GTSP2173~1) completed with 8777 reads.
[100.0 minutes]	Chunk 24: (pJ60~GTSP2174~1) 206722 reads pass barcode filter.
[100.0 minutes]	Chunk 24: (pJ60~GTSP2174~1) 13152 reads pass linker code filter.
[100.0 minutes]	Chunk 24: (pJ60~GTSP2174~1) 12943 reads pass all demultiplexing filters.
[100.2 minutes]	Chunk 24: (pJ60~GTSP2174~1) 40 reads aligned to the vector and will be removed.
[100.2 minutes]	Chunk 24: (pJ60~GTSP2174~1) 12928 reads remain after removing vector aligned reads and synchronizing.
[100.2 minutes]	Chunk 24: (pJ60~GTSP2174~1) 591 reads removed by virus read start test filter (10 NTs).
[100.2 minutes]	Chunk 24: (pJ60~GTSP2174~1) 591 reads removed after all filters.
[100.6 minutes]	Chunk 24: (pJ60~GTSP2174~1) 2 reads remaining after LTR/ITR capture.
[100.6 minutes]	Chunk 24: (pJ60~GTSP2174~1) captured random linker ids.
[100.6 minutes]	Chunk 24: (6588) reads remaining after read length filters.
[100.6 minutes]	Chunk 24: (pJ60~GTSP2174~1) completed with 6588 reads.
[101.0 minutes]	Chunk 24: (pM06~GTSP2175~1) 206722 reads pass barcode filter.
[101.1 minutes]	Chunk 24: (pM06~GTSP2175~1) 11485 reads pass linker code filter.
[101.1 minutes]	Chunk 24: (pM06~GTSP2175~1) 11280 reads pass all demultiplexing filters.
[101.2 minutes]	Chunk 24: (pM06~GTSP2175~1) 148 reads aligned to the vector and will be removed.
[101.2 minutes]	Chunk 24: (pM06~GTSP2175~1) 11222 reads remain after removing vector aligned reads and synchronizing.
[101.2 minutes]	Chunk 24: (pM06~GTSP2175~1) 642 reads removed by virus read start test filter (10 NTs).
[101.2 minutes]	Chunk 24: (pM06~GTSP2175~1) 642 reads removed after all filters.
[101.6 minutes]	Chunk 24: (pM06~GTSP2175~1) 2 reads remaining after LTR/ITR capture.
[101.7 minutes]	Chunk 24: (pM06~GTSP2175~1) captured random linker ids.
[101.7 minutes]	Chunk 24: (4643) reads remaining after read length filters.
[101.7 minutes]	Chunk 24: (pM06~GTSP2175~1) completed with 4643 reads.
[102.1 minutes]	Chunk 24: (pM06~GTSP2176~1) 206722 reads pass barcode filter.
[102.2 minutes]	Chunk 24: (pM06~GTSP2176~1) 16811 reads pass linker code filter.
[102.2 minutes]	Chunk 24: (pM06~GTSP2176~1) 16510 reads pass all demultiplexing filters.
[102.3 minutes]	Chunk 24: (pM06~GTSP2176~1) 251 reads aligned to the vector and will be removed.
[102.3 minutes]	Chunk 24: (pM06~GTSP2176~1) 16409 reads remain after removing vector aligned reads and synchronizing.
[102.3 minutes]	Chunk 24: (pM06~GTSP2176~1) 752 reads removed by virus read start test filter (10 NTs).
[102.3 minutes]	Chunk 24: (pM06~GTSP2176~1) 752 reads removed after all filters.
[102.8 minutes]	Chunk 24: (pM06~GTSP2176~1) 2 reads remaining after LTR/ITR capture.
[102.8 minutes]	Chunk 24: (pM06~GTSP2176~1) captured random linker ids.
[102.8 minutes]	Chunk 24: (6780) reads remaining after read length filters.
[102.8 minutes]	Chunk 24: (pM06~GTSP2176~1) completed with 6780 reads.
[103.3 minutes]	Chunk 24: (pM06~GTSP2177~1) 206722 reads pass barcode filter.
[103.3 minutes]	Chunk 24: (pM06~GTSP2177~1) 12817 reads pass linker code filter.
[103.3 minutes]	Chunk 24: (pM06~GTSP2177~1) 12643 reads pass all demultiplexing filters.
[103.5 minutes]	Chunk 24: (pM06~GTSP2177~1) 229 reads aligned to the vector and will be removed.
[103.5 minutes]	Chunk 24: (pM06~GTSP2177~1) 12547 reads remain after removing vector aligned reads and synchronizing.
[103.5 minutes]	Chunk 24: (pM06~GTSP2177~1) 515 reads removed by virus read start test filter (10 NTs).
[103.5 minutes]	Chunk 24: (pM06~GTSP2177~1) 515 reads removed after all filters.
[104.0 minutes]	Chunk 24: (pM06~GTSP2177~1) 2 reads remaining after LTR/ITR capture.
[104.0 minutes]	Chunk 24: (pM06~GTSP2177~1) captured random linker ids.
[104.0 minutes]	Chunk 24: (5553) reads remaining after read length filters.
[104.0 minutes]	Chunk 24: (pM06~GTSP2177~1) completed with 5553 reads.
[104.5 minutes]	Chunk 24: (pHO2~GTSP2178~1) 206722 reads pass barcode filter.
[104.5 minutes]	Chunk 24: (pHO2~GTSP2178~1) 10820 reads pass linker code filter.
[104.5 minutes]	Chunk 24: (pHO2~GTSP2178~1) 10660 reads pass all demultiplexing filters.
[104.6 minutes]	Chunk 24: (pHO2~GTSP2178~1) 9 reads aligned to the vector and will be removed.
[104.6 minutes]	Chunk 24: (pHO2~GTSP2178~1) 10657 reads remain after removing vector aligned reads and synchronizing.
[104.6 minutes]	Chunk 24: (pHO2~GTSP2178~1) 203 reads removed by virus read start test filter (10 NTs).
[104.6 minutes]	Chunk 24: (pHO2~GTSP2178~1) 203 reads removed after all filters.
[104.8 minutes]	Chunk 24: (pHO2~GTSP2178~1) 2 reads remaining after LTR/ITR capture.
[104.8 minutes]	Chunk 24: (pHO2~GTSP2178~1) captured random linker ids.
[104.8 minutes]	Chunk 24: (3136) reads remaining after read length filters.
[104.8 minutes]	Chunk 24: (pHO2~GTSP2178~1) completed with 3136 reads.
[105.3 minutes]	Chunk 24: (pM12~GTSP2179~1) 206722 reads pass barcode filter.
[105.3 minutes]	Chunk 24: (pM12~GTSP2179~1) 7997 reads pass linker code filter.
[105.3 minutes]	Chunk 24: (pM12~GTSP2179~1) 7875 reads pass all demultiplexing filters.
[105.4 minutes]	Chunk 24: (pM12~GTSP2179~1) 0 reads aligned to the vector and will be removed.
[105.4 minutes]	Chunk 24: (pM12~GTSP2179~1) 7875 reads remain after removing vector aligned reads and synchronizing.
[105.4 minutes]	Chunk 24: (pM12~GTSP2179~1) 197 reads removed by virus read start test filter (10 NTs).
[105.4 minutes]	Chunk 24: (pM12~GTSP2179~1) 197 reads removed after all filters.
[105.5 minutes]	Chunk 24: (pM12~GTSP2179~1) 2 reads remaining after LTR/ITR capture.
[105.5 minutes]	Chunk 24: (pM12~GTSP2179~1) captured random linker ids.
[105.5 minutes]	Chunk 24: (2439) reads remaining after read length filters.
[105.5 minutes]	Chunk 24: (pM12~GTSP2179~1) completed with 2439 reads.
[105.9 minutes]	Chunk 24: (NTC~NTC2~1) 206722 reads pass barcode filter.
[105.9 minutes]	Chunk 24: (NTC~NTC2~1) 1 reads pass linker code filter.
[105.9 minutes]	Chunk 24: (NTC~NTC2~1) 1 reads pass all demultiplexing filters.
[105.9 minutes]	Chunk 24: (NTC~NTC2~1) 0 reads aligned to the vector and will be removed.
[105.9 minutes]	Chunk 24: (NTC~NTC2~1) 1 reads remain after removing vector aligned reads and synchronizing.
[105.9 minutes]	Chunk 24: (NTC~NTC2~1) 1 reads removed by virus read start test filter (10 NTs).
[105.9 minutes]	Chunk 24: (NTC~NTC2~1) 1 reads removed after all filters.
[105.9 minutes]	Chunk 24: (NTC~NTC2~1) No reads remaining after user specified read tests and read synchronization.
