[86.8 minutes]	Chunk 17: (pM50~GTSP2160~1) 207501 reads pass barcode filter.
[90.8 minutes]	Chunk 17: (pM66~GTSP2164~1) 62 reads aligned to the vector and will be removed.
[90.8 minutes]	Chunk 17: (pM66~GTSP2164~1) 12229 reads remain after removing vector aligned reads and synchronizing.
[90.8 minutes]	Chunk 17: (pM66~GTSP2164~1) 384 reads removed by virus read start test filter (10 NTs).
[90.8 minutes]	Chunk 17: (pM66~GTSP2164~1) 384 reads removed after all filters.
[91.1 minutes]	Chunk 17: (pM66~GTSP2164~1) 2 reads remaining after LTR/ITR capture.
[91.1 minutes]	Chunk 17: (pM66~GTSP2164~1) captured random linker ids.
[91.1 minutes]	Chunk 17: (4538) reads remaining after read length filters.
[91.1 minutes]	Chunk 17: (pM66~GTSP2164~1) completed with 4538 reads.
[91.6 minutes]	Chunk 17: (pM66~GTSP2165~1) 207501 reads pass barcode filter.
[91.6 minutes]	Chunk 17: (pM66~GTSP2165~1) 6256 reads pass linker code filter.
[91.6 minutes]	Chunk 17: (pM66~GTSP2165~1) 6141 reads pass all demultiplexing filters.
[91.7 minutes]	Chunk 17: (pM66~GTSP2165~1) 135 reads aligned to the vector and will be removed.
[91.7 minutes]	Chunk 17: (pM66~GTSP2165~1) 6090 reads remain after removing vector aligned reads and synchronizing.
[91.7 minutes]	Chunk 17: (pM66~GTSP2165~1) 342 reads removed by virus read start test filter (10 NTs).
[91.7 minutes]	Chunk 17: (pM66~GTSP2165~1) 342 reads removed after all filters.
[91.9 minutes]	Chunk 17: (pM66~GTSP2165~1) 2 reads remaining after LTR/ITR capture.
[91.9 minutes]	Chunk 17: (pM66~GTSP2165~1) captured random linker ids.
[92.0 minutes]	Chunk 17: (3291) reads remaining after read length filters.
[92.0 minutes]	Chunk 17: (pM66~GTSP2165~1) completed with 3291 reads.
[92.4 minutes]	Chunk 17: (pLinus~GTSP2166~1) 207501 reads pass barcode filter.
[92.5 minutes]	Chunk 17: (pLinus~GTSP2166~1) 13532 reads pass linker code filter.
[92.5 minutes]	Chunk 17: (pLinus~GTSP2166~1) 13390 reads pass all demultiplexing filters.
[92.6 minutes]	Chunk 17: (pLinus~GTSP2166~1) 4 reads aligned to the vector and will be removed.
[92.6 minutes]	Chunk 17: (pLinus~GTSP2166~1) 13388 reads remain after removing vector aligned reads and synchronizing.
[92.6 minutes]	Chunk 17: (pLinus~GTSP2166~1) 610 reads removed by virus read start test filter (10 NTs).
[92.6 minutes]	Chunk 17: (pLinus~GTSP2166~1) 610 reads removed after all filters.
[92.9 minutes]	Chunk 17: (pLinus~GTSP2166~1) 2 reads remaining after LTR/ITR capture.
[92.9 minutes]	Chunk 17: (pLinus~GTSP2166~1) captured random linker ids.
[92.9 minutes]	Chunk 17: (7229) reads remaining after read length filters.
[92.9 minutes]	Chunk 17: (pLinus~GTSP2166~1) completed with 7229 reads.
[93.4 minutes]	Chunk 17: (pLinus~GTSP2167~1) 207501 reads pass barcode filter.
[93.5 minutes]	Chunk 17: (pLinus~GTSP2167~1) 11783 reads pass linker code filter.
[93.5 minutes]	Chunk 17: (pLinus~GTSP2167~1) 11636 reads pass all demultiplexing filters.
[93.6 minutes]	Chunk 17: (pLinus~GTSP2167~1) 0 reads aligned to the vector and will be removed.
[93.6 minutes]	Chunk 17: (pLinus~GTSP2167~1) 11636 reads remain after removing vector aligned reads and synchronizing.
[93.6 minutes]	Chunk 17: (pLinus~GTSP2167~1) 729 reads removed by virus read start test filter (10 NTs).
[93.6 minutes]	Chunk 17: (pLinus~GTSP2167~1) 729 reads removed after all filters.
[93.9 minutes]	Chunk 17: (pLinus~GTSP2167~1) 2 reads remaining after LTR/ITR capture.
[93.9 minutes]	Chunk 17: (pLinus~GTSP2167~1) captured random linker ids.
[93.9 minutes]	Chunk 17: (7928) reads remaining after read length filters.
[93.9 minutes]	Chunk 17: (pLinus~GTSP2167~1) completed with 7928 reads.
[94.4 minutes]	Chunk 17: (pLinus~GTSP2168~1) 207501 reads pass barcode filter.
[94.4 minutes]	Chunk 17: (pLinus~GTSP2168~1) 10495 reads pass linker code filter.
[94.4 minutes]	Chunk 17: (pLinus~GTSP2168~1) 10347 reads pass all demultiplexing filters.
[94.5 minutes]	Chunk 17: (pLinus~GTSP2168~1) 0 reads aligned to the vector and will be removed.
[94.5 minutes]	Chunk 17: (pLinus~GTSP2168~1) 10347 reads remain after removing vector aligned reads and synchronizing.
[94.5 minutes]	Chunk 17: (pLinus~GTSP2168~1) 550 reads removed by virus read start test filter (10 NTs).
[94.5 minutes]	Chunk 17: (pLinus~GTSP2168~1) 550 reads removed after all filters.
[94.8 minutes]	Chunk 17: (pLinus~GTSP2168~1) 2 reads remaining after LTR/ITR capture.
[94.8 minutes]	Chunk 17: (pLinus~GTSP2168~1) captured random linker ids.
[94.9 minutes]	Chunk 17: (5564) reads remaining after read length filters.
[94.9 minutes]	Chunk 17: (pLinus~GTSP2168~1) completed with 5564 reads.
[95.3 minutes]	Chunk 17: (NTC~NTC1~1) 207501 reads pass barcode filter.
[95.3 minutes]	Chunk 17: (NTC~NTC1~1) 0 reads pass linker code filter.
[95.3 minutes]	Chunk 17: (NTC~NTC1~1) No reads demultiplexed.
[95.8 minutes]	Chunk 17: (pH19~GTSP2169~1) 207501 reads pass barcode filter.
[95.8 minutes]	Chunk 17: (pH19~GTSP2169~1) 5446 reads pass linker code filter.
[95.9 minutes]	Chunk 17: (pH19~GTSP2169~1) 5363 reads pass all demultiplexing filters.
[95.9 minutes]	Chunk 17: (pH19~GTSP2169~1) 36 reads aligned to the vector and will be removed.
[95.9 minutes]	Chunk 17: (pH19~GTSP2169~1) 5346 reads remain after removing vector aligned reads and synchronizing.
[95.9 minutes]	Chunk 17: (pH19~GTSP2169~1) 366 reads removed by virus read start test filter (10 NTs).
[95.9 minutes]	Chunk 17: (pH19~GTSP2169~1) 366 reads removed after all filters.
[96.0 minutes]	Chunk 17: (pH19~GTSP2169~1) 2 reads remaining after LTR/ITR capture.
[96.0 minutes]	Chunk 17: (pH19~GTSP2169~1) captured random linker ids.
[96.1 minutes]	Chunk 17: (2782) reads remaining after read length filters.
[96.1 minutes]	Chunk 17: (pH19~GTSP2169~1) completed with 2782 reads.
[96.5 minutes]	Chunk 17: (pH19~GTSP2170~1) 207501 reads pass barcode filter.
[96.6 minutes]	Chunk 17: (pH19~GTSP2170~1) 6168 reads pass linker code filter.
[96.6 minutes]	Chunk 17: (pH19~GTSP2170~1) 6077 reads pass all demultiplexing filters.
[96.7 minutes]	Chunk 17: (pH19~GTSP2170~1) 46 reads aligned to the vector and will be removed.
[96.7 minutes]	Chunk 17: (pH19~GTSP2170~1) 6055 reads remain after removing vector aligned reads and synchronizing.
[96.7 minutes]	Chunk 17: (pH19~GTSP2170~1) 293 reads removed by virus read start test filter (10 NTs).
[96.7 minutes]	Chunk 17: (pH19~GTSP2170~1) 293 reads removed after all filters.
[96.8 minutes]	Chunk 17: (pH19~GTSP2170~1) 2 reads remaining after LTR/ITR capture.
[96.8 minutes]	Chunk 17: (pH19~GTSP2170~1) captured random linker ids.
[96.8 minutes]	Chunk 17: (3598) reads remaining after read length filters.
[96.8 minutes]	Chunk 17: (pH19~GTSP2170~1) completed with 3598 reads.
[97.3 minutes]	Chunk 17: (pH19~GTSP2171~1) 207501 reads pass barcode filter.
[97.3 minutes]	Chunk 17: (pH19~GTSP2171~1) 111 reads pass linker code filter.
[97.3 minutes]	Chunk 17: (pH19~GTSP2171~1) 109 reads pass all demultiplexing filters.
[97.3 minutes]	Chunk 17: (pH19~GTSP2171~1) 0 reads aligned to the vector and will be removed.
[97.3 minutes]	Chunk 17: (pH19~GTSP2171~1) 109 reads remain after removing vector aligned reads and synchronizing.
[97.3 minutes]	Chunk 17: (pH19~GTSP2171~1) 6 reads removed by virus read start test filter (10 NTs).
[97.3 minutes]	Chunk 17: (pH19~GTSP2171~1) 6 reads removed after all filters.
[97.3 minutes]	Chunk 17: (pH19~GTSP2171~1) 2 reads remaining after LTR/ITR capture.
[97.3 minutes]	Chunk 17: (pH19~GTSP2171~1) captured random linker ids.
[97.3 minutes]	Chunk 17: (87) reads remaining after read length filters.
[97.3 minutes]	Chunk 17: (pH19~GTSP2171~1) completed with 87 reads.
[97.8 minutes]	Chunk 17: (pJ60~GTSP2172~1) 207501 reads pass barcode filter.
[97.8 minutes]	Chunk 17: (pJ60~GTSP2172~1) 14249 reads pass linker code filter.
[97.8 minutes]	Chunk 17: (pJ60~GTSP2172~1) 14026 reads pass all demultiplexing filters.
[98.0 minutes]	Chunk 17: (pJ60~GTSP2172~1) 92 reads aligned to the vector and will be removed.
[98.0 minutes]	Chunk 17: (pJ60~GTSP2172~1) 13995 reads remain after removing vector aligned reads and synchronizing.
[98.0 minutes]	Chunk 17: (pJ60~GTSP2172~1) 792 reads removed by virus read start test filter (10 NTs).
[98.0 minutes]	Chunk 17: (pJ60~GTSP2172~1) 792 reads removed after all filters.
[98.6 minutes]	Chunk 17: (pJ60~GTSP2172~1) 2 reads remaining after LTR/ITR capture.
[98.6 minutes]	Chunk 17: (pJ60~GTSP2172~1) captured random linker ids.
[98.7 minutes]	Chunk 17: (7811) reads remaining after read length filters.
[98.7 minutes]	Chunk 17: (pJ60~GTSP2172~1) completed with 7811 reads.
[99.1 minutes]	Chunk 17: (pJ60~GTSP2173~1) 207501 reads pass barcode filter.
[99.2 minutes]	Chunk 17: (pJ60~GTSP2173~1) 14947 reads pass linker code filter.
[99.2 minutes]	Chunk 17: (pJ60~GTSP2173~1) 14754 reads pass all demultiplexing filters.
[99.3 minutes]	Chunk 17: (pJ60~GTSP2173~1) 168 reads aligned to the vector and will be removed.
[99.3 minutes]	Chunk 17: (pJ60~GTSP2173~1) 14697 reads remain after removing vector aligned reads and synchronizing.
[99.3 minutes]	Chunk 17: (pJ60~GTSP2173~1) 775 reads removed by virus read start test filter (10 NTs).
[99.3 minutes]	Chunk 17: (pJ60~GTSP2173~1) 775 reads removed after all filters.
[99.9 minutes]	Chunk 17: (pJ60~GTSP2173~1) 2 reads remaining after LTR/ITR capture.
[99.9 minutes]	Chunk 17: (pJ60~GTSP2173~1) captured random linker ids.
[99.9 minutes]	Chunk 17: (8631) reads remaining after read length filters.
[99.9 minutes]	Chunk 17: (pJ60~GTSP2173~1) completed with 8631 reads.
[100.4 minutes]	Chunk 17: (pJ60~GTSP2174~1) 207501 reads pass barcode filter.
[100.4 minutes]	Chunk 17: (pJ60~GTSP2174~1) 12763 reads pass linker code filter.
[100.4 minutes]	Chunk 17: (pJ60~GTSP2174~1) 12596 reads pass all demultiplexing filters.
[100.5 minutes]	Chunk 17: (pJ60~GTSP2174~1) 57 reads aligned to the vector and will be removed.
[100.5 minutes]	Chunk 17: (pJ60~GTSP2174~1) 12576 reads remain after removing vector aligned reads and synchronizing.
[100.5 minutes]	Chunk 17: (pJ60~GTSP2174~1) 614 reads removed by virus read start test filter (10 NTs).
[100.5 minutes]	Chunk 17: (pJ60~GTSP2174~1) 614 reads removed after all filters.
[100.9 minutes]	Chunk 17: (pJ60~GTSP2174~1) 2 reads remaining after LTR/ITR capture.
[100.9 minutes]	Chunk 17: (pJ60~GTSP2174~1) captured random linker ids.
[100.9 minutes]	Chunk 17: (6340) reads remaining after read length filters.
[100.9 minutes]	Chunk 17: (pJ60~GTSP2174~1) completed with 6340 reads.
[101.4 minutes]	Chunk 17: (pM06~GTSP2175~1) 207501 reads pass barcode filter.
[101.4 minutes]	Chunk 17: (pM06~GTSP2175~1) 11437 reads pass linker code filter.
[101.4 minutes]	Chunk 17: (pM06~GTSP2175~1) 11232 reads pass all demultiplexing filters.
[101.5 minutes]	Chunk 17: (pM06~GTSP2175~1) 144 reads aligned to the vector and will be removed.
[101.5 minutes]	Chunk 17: (pM06~GTSP2175~1) 11173 reads remain after removing vector aligned reads and synchronizing.
[101.5 minutes]	Chunk 17: (pM06~GTSP2175~1) 672 reads removed by virus read start test filter (10 NTs).
[101.5 minutes]	Chunk 17: (pM06~GTSP2175~1) 672 reads removed after all filters.
[102.0 minutes]	Chunk 17: (pM06~GTSP2175~1) 2 reads remaining after LTR/ITR capture.
[102.0 minutes]	Chunk 17: (pM06~GTSP2175~1) captured random linker ids.
[102.0 minutes]	Chunk 17: (4436) reads remaining after read length filters.
[102.0 minutes]	Chunk 17: (pM06~GTSP2175~1) completed with 4436 reads.
[102.5 minutes]	Chunk 17: (pM06~GTSP2176~1) 207501 reads pass barcode filter.
[102.5 minutes]	Chunk 17: (pM06~GTSP2176~1) 16798 reads pass linker code filter.
[102.5 minutes]	Chunk 17: (pM06~GTSP2176~1) 16496 reads pass all demultiplexing filters.
[102.6 minutes]	Chunk 17: (pM06~GTSP2176~1) 255 reads aligned to the vector and will be removed.
[102.6 minutes]	Chunk 17: (pM06~GTSP2176~1) 16399 reads remain after removing vector aligned reads and synchronizing.
[102.6 minutes]	Chunk 17: (pM06~GTSP2176~1) 770 reads removed by virus read start test filter (10 NTs).
[102.6 minutes]	Chunk 17: (pM06~GTSP2176~1) 770 reads removed after all filters.
[103.2 minutes]	Chunk 17: (pM06~GTSP2176~1) 2 reads remaining after LTR/ITR capture.
[103.2 minutes]	Chunk 17: (pM06~GTSP2176~1) captured random linker ids.
[103.2 minutes]	Chunk 17: (6551) reads remaining after read length filters.
[103.2 minutes]	Chunk 17: (pM06~GTSP2176~1) completed with 6551 reads.
[103.7 minutes]	Chunk 17: (pM06~GTSP2177~1) 207501 reads pass barcode filter.
[103.7 minutes]	Chunk 17: (pM06~GTSP2177~1) 12650 reads pass linker code filter.
[103.7 minutes]	Chunk 17: (pM06~GTSP2177~1) 12446 reads pass all demultiplexing filters.
[103.9 minutes]	Chunk 17: (pM06~GTSP2177~1) 230 reads aligned to the vector and will be removed.
[103.9 minutes]	Chunk 17: (pM06~GTSP2177~1) 12351 reads remain after removing vector aligned reads and synchronizing.
[103.9 minutes]	Chunk 17: (pM06~GTSP2177~1) 509 reads removed by virus read start test filter (10 NTs).
[103.9 minutes]	Chunk 17: (pM06~GTSP2177~1) 509 reads removed after all filters.
[104.4 minutes]	Chunk 17: (pM06~GTSP2177~1) 2 reads remaining after LTR/ITR capture.
[104.4 minutes]	Chunk 17: (pM06~GTSP2177~1) captured random linker ids.
[104.4 minutes]	Chunk 17: (5323) reads remaining after read length filters.
[104.4 minutes]	Chunk 17: (pM06~GTSP2177~1) completed with 5323 reads.
[104.8 minutes]	Chunk 17: (pHO2~GTSP2178~1) 207501 reads pass barcode filter.
[104.9 minutes]	Chunk 17: (pHO2~GTSP2178~1) 10796 reads pass linker code filter.
[104.9 minutes]	Chunk 17: (pHO2~GTSP2178~1) 10614 reads pass all demultiplexing filters.
[105.0 minutes]	Chunk 17: (pHO2~GTSP2178~1) 0 reads aligned to the vector and will be removed.
[105.0 minutes]	Chunk 17: (pHO2~GTSP2178~1) 10614 reads remain after removing vector aligned reads and synchronizing.
[105.0 minutes]	Chunk 17: (pHO2~GTSP2178~1) 228 reads removed by virus read start test filter (10 NTs).
[105.0 minutes]	Chunk 17: (pHO2~GTSP2178~1) 228 reads removed after all filters.
[105.3 minutes]	Chunk 17: (pHO2~GTSP2178~1) 2 reads remaining after LTR/ITR capture.
[105.3 minutes]	Chunk 17: (pHO2~GTSP2178~1) captured random linker ids.
[105.3 minutes]	Chunk 17: (3182) reads remaining after read length filters.
[105.3 minutes]	Chunk 17: (pHO2~GTSP2178~1) completed with 3182 reads.
[105.6 minutes]	Chunk 17: (pM12~GTSP2179~1) 207501 reads pass barcode filter.
[105.7 minutes]	Chunk 17: (pM12~GTSP2179~1) 8677 reads pass linker code filter.
[105.7 minutes]	Chunk 17: (pM12~GTSP2179~1) 8534 reads pass all demultiplexing filters.
[105.7 minutes]	Chunk 17: (pM12~GTSP2179~1) 18 reads aligned to the vector and will be removed.
[105.8 minutes]	Chunk 17: (pM12~GTSP2179~1) 8528 reads remain after removing vector aligned reads and synchronizing.
[105.8 minutes]	Chunk 17: (pM12~GTSP2179~1) 241 reads removed by virus read start test filter (10 NTs).
[105.8 minutes]	Chunk 17: (pM12~GTSP2179~1) 241 reads removed after all filters.
[105.9 minutes]	Chunk 17: (pM12~GTSP2179~1) 2 reads remaining after LTR/ITR capture.
[105.9 minutes]	Chunk 17: (pM12~GTSP2179~1) captured random linker ids.
[105.9 minutes]	Chunk 17: (2639) reads remaining after read length filters.
[105.9 minutes]	Chunk 17: (pM12~GTSP2179~1) completed with 2639 reads.
[106.2 minutes]	Chunk 17: (NTC~NTC2~1) 207501 reads pass barcode filter.
[106.2 minutes]	Chunk 17: (NTC~NTC2~1) 1 reads pass linker code filter.
[106.2 minutes]	Chunk 17: (NTC~NTC2~1) 1 reads pass all demultiplexing filters.
[106.2 minutes]	Chunk 17: (NTC~NTC2~1) 0 reads aligned to the vector and will be removed.
[106.2 minutes]	Chunk 17: (NTC~NTC2~1) 1 reads remain after removing vector aligned reads and synchronizing.
[106.2 minutes]	Chunk 17: (NTC~NTC2~1) 0 reads removed by virus read start test filter (10 NTs).
[106.2 minutes]	Chunk 17: (NTC~NTC2~1) 0 reads removed after all filters.
[106.2 minutes]	Chunk 17: (NTC~NTC2~1) 2 reads remaining after LTR/ITR capture.
[106.2 minutes]	Chunk 17: (NTC~NTC2~1) No reads remaining after LTR capture and trimming.
