[86.8 minutes]	Chunk 23: (pM50~GTSP2160~1) 206373 reads pass barcode filter.
[91.8 minutes]	Chunk 23: (pM66~GTSP2165~1) completed with 2408 reads.
[92.3 minutes]	Chunk 23: (pLinus~GTSP2166~1) 206373 reads pass barcode filter.
[92.3 minutes]	Chunk 23: (pLinus~GTSP2166~1) 14166 reads pass linker code filter.
[92.3 minutes]	Chunk 23: (pLinus~GTSP2166~1) 13986 reads pass all demultiplexing filters.
[92.5 minutes]	Chunk 23: (pLinus~GTSP2166~1) 16 reads aligned to the vector and will be removed.
[92.5 minutes]	Chunk 23: (pLinus~GTSP2166~1) 13980 reads remain after removing vector aligned reads and synchronizing.
[92.5 minutes]	Chunk 23: (pLinus~GTSP2166~1) 594 reads removed by virus read start test filter (10 NTs).
[92.5 minutes]	Chunk 23: (pLinus~GTSP2166~1) 594 reads removed after all filters.
[92.8 minutes]	Chunk 23: (pLinus~GTSP2166~1) 2 reads remaining after LTR/ITR capture.
[92.8 minutes]	Chunk 23: (pLinus~GTSP2166~1) captured random linker ids.
[92.8 minutes]	Chunk 23: (7669) reads remaining after read length filters.
[92.8 minutes]	Chunk 23: (pLinus~GTSP2166~1) completed with 7669 reads.
[93.3 minutes]	Chunk 23: (pLinus~GTSP2167~1) 206373 reads pass barcode filter.
[93.3 minutes]	Chunk 23: (pLinus~GTSP2167~1) 11988 reads pass linker code filter.
[93.4 minutes]	Chunk 23: (pLinus~GTSP2167~1) 11865 reads pass all demultiplexing filters.
[93.5 minutes]	Chunk 23: (pLinus~GTSP2167~1) 0 reads aligned to the vector and will be removed.
[93.5 minutes]	Chunk 23: (pLinus~GTSP2167~1) 11865 reads remain after removing vector aligned reads and synchronizing.
[93.5 minutes]	Chunk 23: (pLinus~GTSP2167~1) 742 reads removed by virus read start test filter (10 NTs).
[93.5 minutes]	Chunk 23: (pLinus~GTSP2167~1) 742 reads removed after all filters.
[93.8 minutes]	Chunk 23: (pLinus~GTSP2167~1) 2 reads remaining after LTR/ITR capture.
[93.8 minutes]	Chunk 23: (pLinus~GTSP2167~1) captured random linker ids.
[93.8 minutes]	Chunk 23: (8172) reads remaining after read length filters.
[93.8 minutes]	Chunk 23: (pLinus~GTSP2167~1) completed with 8172 reads.
[94.2 minutes]	Chunk 23: (pLinus~GTSP2168~1) 206373 reads pass barcode filter.
[94.3 minutes]	Chunk 23: (pLinus~GTSP2168~1) 10495 reads pass linker code filter.
[94.3 minutes]	Chunk 23: (pLinus~GTSP2168~1) 10346 reads pass all demultiplexing filters.
[94.3 minutes]	Chunk 23: (pLinus~GTSP2168~1) 3 reads aligned to the vector and will be removed.
[94.3 minutes]	Chunk 23: (pLinus~GTSP2168~1) 10345 reads remain after removing vector aligned reads and synchronizing.
[94.3 minutes]	Chunk 23: (pLinus~GTSP2168~1) 535 reads removed by virus read start test filter (10 NTs).
[94.3 minutes]	Chunk 23: (pLinus~GTSP2168~1) 535 reads removed after all filters.
[94.7 minutes]	Chunk 23: (pLinus~GTSP2168~1) 2 reads remaining after LTR/ITR capture.
[94.7 minutes]	Chunk 23: (pLinus~GTSP2168~1) captured random linker ids.
[94.7 minutes]	Chunk 23: (5617) reads remaining after read length filters.
[94.7 minutes]	Chunk 23: (pLinus~GTSP2168~1) completed with 5617 reads.
[95.1 minutes]	Chunk 23: (NTC~NTC1~1) 206373 reads pass barcode filter.
[95.1 minutes]	Chunk 23: (NTC~NTC1~1) 0 reads pass linker code filter.
[95.1 minutes]	Chunk 23: (NTC~NTC1~1) No reads demultiplexed.
[95.5 minutes]	Chunk 23: (pH19~GTSP2169~1) 206373 reads pass barcode filter.
[95.6 minutes]	Chunk 23: (pH19~GTSP2169~1) 5509 reads pass linker code filter.
[95.6 minutes]	Chunk 23: (pH19~GTSP2169~1) 5426 reads pass all demultiplexing filters.
[95.6 minutes]	Chunk 23: (pH19~GTSP2169~1) 17 reads aligned to the vector and will be removed.
[95.6 minutes]	Chunk 23: (pH19~GTSP2169~1) 5418 reads remain after removing vector aligned reads and synchronizing.
[95.6 minutes]	Chunk 23: (pH19~GTSP2169~1) 336 reads removed by virus read start test filter (10 NTs).
[95.6 minutes]	Chunk 23: (pH19~GTSP2169~1) 336 reads removed after all filters.
[95.8 minutes]	Chunk 23: (pH19~GTSP2169~1) 2 reads remaining after LTR/ITR capture.
[95.8 minutes]	Chunk 23: (pH19~GTSP2169~1) captured random linker ids.
[95.8 minutes]	Chunk 23: (2919) reads remaining after read length filters.
[95.8 minutes]	Chunk 23: (pH19~GTSP2169~1) completed with 2919 reads.
[96.3 minutes]	Chunk 23: (pH19~GTSP2170~1) 206373 reads pass barcode filter.
[96.3 minutes]	Chunk 23: (pH19~GTSP2170~1) 6241 reads pass linker code filter.
[96.3 minutes]	Chunk 23: (pH19~GTSP2170~1) 6159 reads pass all demultiplexing filters.
[96.4 minutes]	Chunk 23: (pH19~GTSP2170~1) 50 reads aligned to the vector and will be removed.
[96.4 minutes]	Chunk 23: (pH19~GTSP2170~1) 6137 reads remain after removing vector aligned reads and synchronizing.
[96.4 minutes]	Chunk 23: (pH19~GTSP2170~1) 302 reads removed by virus read start test filter (10 NTs).
[96.4 minutes]	Chunk 23: (pH19~GTSP2170~1) 302 reads removed after all filters.
[96.6 minutes]	Chunk 23: (pH19~GTSP2170~1) 2 reads remaining after LTR/ITR capture.
[96.6 minutes]	Chunk 23: (pH19~GTSP2170~1) captured random linker ids.
[96.6 minutes]	Chunk 23: (3655) reads remaining after read length filters.
[96.6 minutes]	Chunk 23: (pH19~GTSP2170~1) completed with 3655 reads.
[97.0 minutes]	Chunk 23: (pH19~GTSP2171~1) 206373 reads pass barcode filter.
[97.1 minutes]	Chunk 23: (pH19~GTSP2171~1) 34 reads pass linker code filter.
[97.1 minutes]	Chunk 23: (pH19~GTSP2171~1) 32 reads pass all demultiplexing filters.
[97.1 minutes]	Chunk 23: (pH19~GTSP2171~1) 0 reads aligned to the vector and will be removed.
[97.1 minutes]	Chunk 23: (pH19~GTSP2171~1) 32 reads remain after removing vector aligned reads and synchronizing.
[97.1 minutes]	Chunk 23: (pH19~GTSP2171~1) 3 reads removed by virus read start test filter (10 NTs).
[97.1 minutes]	Chunk 23: (pH19~GTSP2171~1) 3 reads removed after all filters.
[97.1 minutes]	Chunk 23: (pH19~GTSP2171~1) 2 reads remaining after LTR/ITR capture.
[97.1 minutes]	Chunk 23: (pH19~GTSP2171~1) captured random linker ids.
[97.1 minutes]	Chunk 23: (18) reads remaining after read length filters.
[97.1 minutes]	Chunk 23: (pH19~GTSP2171~1) completed with 18 reads.
[97.6 minutes]	Chunk 23: (pJ60~GTSP2172~1) 206373 reads pass barcode filter.
[97.7 minutes]	Chunk 23: (pJ60~GTSP2172~1) 14298 reads pass linker code filter.
[97.7 minutes]	Chunk 23: (pJ60~GTSP2172~1) 14071 reads pass all demultiplexing filters.
[97.8 minutes]	Chunk 23: (pJ60~GTSP2172~1) 106 reads aligned to the vector and will be removed.
[97.8 minutes]	Chunk 23: (pJ60~GTSP2172~1) 14034 reads remain after removing vector aligned reads and synchronizing.
[97.8 minutes]	Chunk 23: (pJ60~GTSP2172~1) 720 reads removed by virus read start test filter (10 NTs).
[97.8 minutes]	Chunk 23: (pJ60~GTSP2172~1) 720 reads removed after all filters.
[98.4 minutes]	Chunk 23: (pJ60~GTSP2172~1) 2 reads remaining after LTR/ITR capture.
[98.5 minutes]	Chunk 23: (pJ60~GTSP2172~1) captured random linker ids.
[98.5 minutes]	Chunk 23: (8010) reads remaining after read length filters.
[98.5 minutes]	Chunk 23: (pJ60~GTSP2172~1) completed with 8010 reads.
[99.0 minutes]	Chunk 23: (pJ60~GTSP2173~1) 206373 reads pass barcode filter.
[99.0 minutes]	Chunk 23: (pJ60~GTSP2173~1) 14940 reads pass linker code filter.
[99.0 minutes]	Chunk 23: (pJ60~GTSP2173~1) 14765 reads pass all demultiplexing filters.
[99.1 minutes]	Chunk 23: (pJ60~GTSP2173~1) 139 reads aligned to the vector and will be removed.
[99.1 minutes]	Chunk 23: (pJ60~GTSP2173~1) 14717 reads remain after removing vector aligned reads and synchronizing.
[99.1 minutes]	Chunk 23: (pJ60~GTSP2173~1) 737 reads removed by virus read start test filter (10 NTs).
[99.1 minutes]	Chunk 23: (pJ60~GTSP2173~1) 737 reads removed after all filters.
[99.7 minutes]	Chunk 23: (pJ60~GTSP2173~1) 2 reads remaining after LTR/ITR capture.
[99.7 minutes]	Chunk 23: (pJ60~GTSP2173~1) captured random linker ids.
[99.7 minutes]	Chunk 23: (8820) reads remaining after read length filters.
[99.7 minutes]	Chunk 23: (pJ60~GTSP2173~1) completed with 8820 reads.
[100.2 minutes]	Chunk 23: (pJ60~GTSP2174~1) 206373 reads pass barcode filter.
[100.2 minutes]	Chunk 23: (pJ60~GTSP2174~1) 13219 reads pass linker code filter.
[100.2 minutes]	Chunk 23: (pJ60~GTSP2174~1) 13023 reads pass all demultiplexing filters.
[100.3 minutes]	Chunk 23: (pJ60~GTSP2174~1) 41 reads aligned to the vector and will be removed.
[100.3 minutes]	Chunk 23: (pJ60~GTSP2174~1) 13008 reads remain after removing vector aligned reads and synchronizing.
[100.3 minutes]	Chunk 23: (pJ60~GTSP2174~1) 644 reads removed by virus read start test filter (10 NTs).
[100.3 minutes]	Chunk 23: (pJ60~GTSP2174~1) 644 reads removed after all filters.
[100.7 minutes]	Chunk 23: (pJ60~GTSP2174~1) 2 reads remaining after LTR/ITR capture.
[100.7 minutes]	Chunk 23: (pJ60~GTSP2174~1) captured random linker ids.
[100.8 minutes]	Chunk 23: (6629) reads remaining after read length filters.
[100.8 minutes]	Chunk 23: (pJ60~GTSP2174~1) completed with 6629 reads.
[101.2 minutes]	Chunk 23: (pM06~GTSP2175~1) 206373 reads pass barcode filter.
[101.2 minutes]	Chunk 23: (pM06~GTSP2175~1) 11438 reads pass linker code filter.
[101.2 minutes]	Chunk 23: (pM06~GTSP2175~1) 11226 reads pass all demultiplexing filters.
[101.3 minutes]	Chunk 23: (pM06~GTSP2175~1) 145 reads aligned to the vector and will be removed.
[101.3 minutes]	Chunk 23: (pM06~GTSP2175~1) 11171 reads remain after removing vector aligned reads and synchronizing.
[101.4 minutes]	Chunk 23: (pM06~GTSP2175~1) 599 reads removed by virus read start test filter (10 NTs).
[101.4 minutes]	Chunk 23: (pM06~GTSP2175~1) 599 reads removed after all filters.
[101.8 minutes]	Chunk 23: (pM06~GTSP2175~1) 2 reads remaining after LTR/ITR capture.
[101.8 minutes]	Chunk 23: (pM06~GTSP2175~1) captured random linker ids.
[101.8 minutes]	Chunk 23: (4578) reads remaining after read length filters.
[101.8 minutes]	Chunk 23: (pM06~GTSP2175~1) completed with 4578 reads.
[102.3 minutes]	Chunk 23: (pM06~GTSP2176~1) 206373 reads pass barcode filter.
[102.3 minutes]	Chunk 23: (pM06~GTSP2176~1) 16577 reads pass linker code filter.
[102.3 minutes]	Chunk 23: (pM06~GTSP2176~1) 16307 reads pass all demultiplexing filters.
[102.5 minutes]	Chunk 23: (pM06~GTSP2176~1) 253 reads aligned to the vector and will be removed.
[102.5 minutes]	Chunk 23: (pM06~GTSP2176~1) 16208 reads remain after removing vector aligned reads and synchronizing.
[102.5 minutes]	Chunk 23: (pM06~GTSP2176~1) 779 reads removed by virus read start test filter (10 NTs).
[102.5 minutes]	Chunk 23: (pM06~GTSP2176~1) 779 reads removed after all filters.
[103.0 minutes]	Chunk 23: (pM06~GTSP2176~1) 2 reads remaining after LTR/ITR capture.
[103.0 minutes]	Chunk 23: (pM06~GTSP2176~1) captured random linker ids.
[103.0 minutes]	Chunk 23: (6637) reads remaining after read length filters.
[103.0 minutes]	Chunk 23: (pM06~GTSP2176~1) completed with 6637 reads.
[103.5 minutes]	Chunk 23: (pM06~GTSP2177~1) 206373 reads pass barcode filter.
[103.6 minutes]	Chunk 23: (pM06~GTSP2177~1) 12457 reads pass linker code filter.
[103.6 minutes]	Chunk 23: (pM06~GTSP2177~1) 12279 reads pass all demultiplexing filters.
[103.7 minutes]	Chunk 23: (pM06~GTSP2177~1) 231 reads aligned to the vector and will be removed.
[103.7 minutes]	Chunk 23: (pM06~GTSP2177~1) 12186 reads remain after removing vector aligned reads and synchronizing.
[103.7 minutes]	Chunk 23: (pM06~GTSP2177~1) 476 reads removed by virus read start test filter (10 NTs).
[103.7 minutes]	Chunk 23: (pM06~GTSP2177~1) 476 reads removed after all filters.
[104.2 minutes]	Chunk 23: (pM06~GTSP2177~1) 2 reads remaining after LTR/ITR capture.
[104.2 minutes]	Chunk 23: (pM06~GTSP2177~1) captured random linker ids.
[104.2 minutes]	Chunk 23: (5272) reads remaining after read length filters.
[104.2 minutes]	Chunk 23: (pM06~GTSP2177~1) completed with 5272 reads.
[104.7 minutes]	Chunk 23: (pHO2~GTSP2178~1) 206373 reads pass barcode filter.
[104.7 minutes]	Chunk 23: (pHO2~GTSP2178~1) 10856 reads pass linker code filter.
[104.7 minutes]	Chunk 23: (pHO2~GTSP2178~1) 10715 reads pass all demultiplexing filters.
[104.8 minutes]	Chunk 23: (pHO2~GTSP2178~1) 0 reads aligned to the vector and will be removed.
[104.8 minutes]	Chunk 23: (pHO2~GTSP2178~1) 10715 reads remain after removing vector aligned reads and synchronizing.
[104.8 minutes]	Chunk 23: (pHO2~GTSP2178~1) 208 reads removed by virus read start test filter (10 NTs).
[104.8 minutes]	Chunk 23: (pHO2~GTSP2178~1) 208 reads removed after all filters.
[105.1 minutes]	Chunk 23: (pHO2~GTSP2178~1) 2 reads remaining after LTR/ITR capture.
[105.1 minutes]	Chunk 23: (pHO2~GTSP2178~1) captured random linker ids.
[105.1 minutes]	Chunk 23: (3132) reads remaining after read length filters.
[105.1 minutes]	Chunk 23: (pHO2~GTSP2178~1) completed with 3132 reads.
[105.5 minutes]	Chunk 23: (pM12~GTSP2179~1) 206373 reads pass barcode filter.
[105.5 minutes]	Chunk 23: (pM12~GTSP2179~1) 8126 reads pass linker code filter.
[105.5 minutes]	Chunk 23: (pM12~GTSP2179~1) 7988 reads pass all demultiplexing filters.
[105.6 minutes]	Chunk 23: (pM12~GTSP2179~1) 3 reads aligned to the vector and will be removed.
[105.6 minutes]	Chunk 23: (pM12~GTSP2179~1) 7987 reads remain after removing vector aligned reads and synchronizing.
[105.6 minutes]	Chunk 23: (pM12~GTSP2179~1) 219 reads removed by virus read start test filter (10 NTs).
[105.6 minutes]	Chunk 23: (pM12~GTSP2179~1) 219 reads removed after all filters.
[105.8 minutes]	Chunk 23: (pM12~GTSP2179~1) 2 reads remaining after LTR/ITR capture.
[105.8 minutes]	Chunk 23: (pM12~GTSP2179~1) captured random linker ids.
[105.8 minutes]	Chunk 23: (2394) reads remaining after read length filters.
[105.8 minutes]	Chunk 23: (pM12~GTSP2179~1) completed with 2394 reads.
[106.1 minutes]	Chunk 23: (NTC~NTC2~1) 206373 reads pass barcode filter.
[106.1 minutes]	Chunk 23: (NTC~NTC2~1) 0 reads pass linker code filter.
[106.1 minutes]	Chunk 23: (NTC~NTC2~1) No reads demultiplexed.
