[86.8 minutes]	Chunk 25: (pM50~GTSP2160~1) 206705 reads pass barcode filter.
[97.1 minutes]	Chunk 25: (pH19~GTSP2171~1) 206705 reads pass barcode filter.
[97.2 minutes]	Chunk 25: (pH19~GTSP2171~1) 22 reads pass linker code filter.
[97.2 minutes]	Chunk 25: (pH19~GTSP2171~1) 21 reads pass all demultiplexing filters.
[97.2 minutes]	Chunk 25: (pH19~GTSP2171~1) 0 reads aligned to the vector and will be removed.
[97.2 minutes]	Chunk 25: (pH19~GTSP2171~1) 21 reads remain after removing vector aligned reads and synchronizing.
[97.2 minutes]	Chunk 25: (pH19~GTSP2171~1) 3 reads removed by virus read start test filter (10 NTs).
[97.2 minutes]	Chunk 25: (pH19~GTSP2171~1) 3 reads removed after all filters.
[97.2 minutes]	Chunk 25: (pH19~GTSP2171~1) 2 reads remaining after LTR/ITR capture.
[97.2 minutes]	Chunk 25: (pH19~GTSP2171~1) captured random linker ids.
[97.2 minutes]	Chunk 25: (11) reads remaining after read length filters.
[97.2 minutes]	Chunk 25: (pH19~GTSP2171~1) completed with 11 reads.
[97.7 minutes]	Chunk 25: (pJ60~GTSP2172~1) 206705 reads pass barcode filter.
[97.7 minutes]	Chunk 25: (pJ60~GTSP2172~1) 14502 reads pass linker code filter.
[97.7 minutes]	Chunk 25: (pJ60~GTSP2172~1) 14283 reads pass all demultiplexing filters.
[97.8 minutes]	Chunk 25: (pJ60~GTSP2172~1) 142 reads aligned to the vector and will be removed.
[97.9 minutes]	Chunk 25: (pJ60~GTSP2172~1) 14234 reads remain after removing vector aligned reads and synchronizing.
[97.9 minutes]	Chunk 25: (pJ60~GTSP2172~1) 724 reads removed by virus read start test filter (10 NTs).
[97.9 minutes]	Chunk 25: (pJ60~GTSP2172~1) 724 reads removed after all filters.
[98.5 minutes]	Chunk 25: (pJ60~GTSP2172~1) 2 reads remaining after LTR/ITR capture.
[98.5 minutes]	Chunk 25: (pJ60~GTSP2172~1) captured random linker ids.
[98.6 minutes]	Chunk 25: (8126) reads remaining after read length filters.
[98.6 minutes]	Chunk 25: (pJ60~GTSP2172~1) completed with 8126 reads.
[99.0 minutes]	Chunk 25: (pJ60~GTSP2173~1) 206705 reads pass barcode filter.
[99.1 minutes]	Chunk 25: (pJ60~GTSP2173~1) 15121 reads pass linker code filter.
[99.1 minutes]	Chunk 25: (pJ60~GTSP2173~1) 14930 reads pass all demultiplexing filters.
[99.2 minutes]	Chunk 25: (pJ60~GTSP2173~1) 163 reads aligned to the vector and will be removed.
[99.2 minutes]	Chunk 25: (pJ60~GTSP2173~1) 14874 reads remain after removing vector aligned reads and synchronizing.
[99.2 minutes]	Chunk 25: (pJ60~GTSP2173~1) 753 reads removed by virus read start test filter (10 NTs).
[99.2 minutes]	Chunk 25: (pJ60~GTSP2173~1) 753 reads removed after all filters.
[99.8 minutes]	Chunk 25: (pJ60~GTSP2173~1) 2 reads remaining after LTR/ITR capture.
[99.8 minutes]	Chunk 25: (pJ60~GTSP2173~1) captured random linker ids.
[99.8 minutes]	Chunk 25: (8971) reads remaining after read length filters.
[99.8 minutes]	Chunk 25: (pJ60~GTSP2173~1) completed with 8971 reads.
[100.3 minutes]	Chunk 25: (pJ60~GTSP2174~1) 206705 reads pass barcode filter.
[100.3 minutes]	Chunk 25: (pJ60~GTSP2174~1) 13237 reads pass linker code filter.
[100.3 minutes]	Chunk 25: (pJ60~GTSP2174~1) 13027 reads pass all demultiplexing filters.
[100.4 minutes]	Chunk 25: (pJ60~GTSP2174~1) 61 reads aligned to the vector and will be removed.
[100.4 minutes]	Chunk 25: (pJ60~GTSP2174~1) 13005 reads remain after removing vector aligned reads and synchronizing.
[100.4 minutes]	Chunk 25: (pJ60~GTSP2174~1) 647 reads removed by virus read start test filter (10 NTs).
[100.4 minutes]	Chunk 25: (pJ60~GTSP2174~1) 647 reads removed after all filters.
[100.8 minutes]	Chunk 25: (pJ60~GTSP2174~1) 2 reads remaining after LTR/ITR capture.
[100.8 minutes]	Chunk 25: (pJ60~GTSP2174~1) captured random linker ids.
[100.9 minutes]	Chunk 25: (6591) reads remaining after read length filters.
[100.9 minutes]	Chunk 25: (pJ60~GTSP2174~1) completed with 6591 reads.
[101.3 minutes]	Chunk 25: (pM06~GTSP2175~1) 206705 reads pass barcode filter.
[101.3 minutes]	Chunk 25: (pM06~GTSP2175~1) 11515 reads pass linker code filter.
[101.4 minutes]	Chunk 25: (pM06~GTSP2175~1) 11280 reads pass all demultiplexing filters.
[101.5 minutes]	Chunk 25: (pM06~GTSP2175~1) 168 reads aligned to the vector and will be removed.
[101.5 minutes]	Chunk 25: (pM06~GTSP2175~1) 11216 reads remain after removing vector aligned reads and synchronizing.
[101.5 minutes]	Chunk 25: (pM06~GTSP2175~1) 628 reads removed by virus read start test filter (10 NTs).
[101.5 minutes]	Chunk 25: (pM06~GTSP2175~1) 628 reads removed after all filters.
[102.0 minutes]	Chunk 25: (pM06~GTSP2175~1) 2 reads remaining after LTR/ITR capture.
[102.0 minutes]	Chunk 25: (pM06~GTSP2175~1) captured random linker ids.
[102.0 minutes]	Chunk 25: (4630) reads remaining after read length filters.
[102.0 minutes]	Chunk 25: (pM06~GTSP2175~1) completed with 4630 reads.
[102.5 minutes]	Chunk 25: (pM06~GTSP2176~1) 206705 reads pass barcode filter.
[102.5 minutes]	Chunk 25: (pM06~GTSP2176~1) 16722 reads pass linker code filter.
[102.5 minutes]	Chunk 25: (pM06~GTSP2176~1) 16419 reads pass all demultiplexing filters.
[102.6 minutes]	Chunk 25: (pM06~GTSP2176~1) 304 reads aligned to the vector and will be removed.
[102.6 minutes]	Chunk 25: (pM06~GTSP2176~1) 16299 reads remain after removing vector aligned reads and synchronizing.
[102.6 minutes]	Chunk 25: (pM06~GTSP2176~1) 804 reads removed by virus read start test filter (10 NTs).
[102.6 minutes]	Chunk 25: (pM06~GTSP2176~1) 804 reads removed after all filters.
[103.2 minutes]	Chunk 25: (pM06~GTSP2176~1) 2 reads remaining after LTR/ITR capture.
[103.2 minutes]	Chunk 25: (pM06~GTSP2176~1) captured random linker ids.
[103.2 minutes]	Chunk 25: (6715) reads remaining after read length filters.
[103.2 minutes]	Chunk 25: (pM06~GTSP2176~1) completed with 6715 reads.
[103.7 minutes]	Chunk 25: (pM06~GTSP2177~1) 206705 reads pass barcode filter.
[103.7 minutes]	Chunk 25: (pM06~GTSP2177~1) 12702 reads pass linker code filter.
[103.7 minutes]	Chunk 25: (pM06~GTSP2177~1) 12516 reads pass all demultiplexing filters.
[103.8 minutes]	Chunk 25: (pM06~GTSP2177~1) 235 reads aligned to the vector and will be removed.
[103.9 minutes]	Chunk 25: (pM06~GTSP2177~1) 12419 reads remain after removing vector aligned reads and synchronizing.
[103.9 minutes]	Chunk 25: (pM06~GTSP2177~1) 516 reads removed by virus read start test filter (10 NTs).
[103.9 minutes]	Chunk 25: (pM06~GTSP2177~1) 516 reads removed after all filters.
[104.4 minutes]	Chunk 25: (pM06~GTSP2177~1) 2 reads remaining after LTR/ITR capture.
[104.4 minutes]	Chunk 25: (pM06~GTSP2177~1) captured random linker ids.
[104.4 minutes]	Chunk 25: (5423) reads remaining after read length filters.
[104.4 minutes]	Chunk 25: (pM06~GTSP2177~1) completed with 5423 reads.
[104.9 minutes]	Chunk 25: (pHO2~GTSP2178~1) 206705 reads pass barcode filter.
[104.9 minutes]	Chunk 25: (pHO2~GTSP2178~1) 10609 reads pass linker code filter.
[104.9 minutes]	Chunk 25: (pHO2~GTSP2178~1) 10449 reads pass all demultiplexing filters.
[105.0 minutes]	Chunk 25: (pHO2~GTSP2178~1) 3 reads aligned to the vector and will be removed.
[105.0 minutes]	Chunk 25: (pHO2~GTSP2178~1) 10448 reads remain after removing vector aligned reads and synchronizing.
[105.0 minutes]	Chunk 25: (pHO2~GTSP2178~1) 184 reads removed by virus read start test filter (10 NTs).
[105.0 minutes]	Chunk 25: (pHO2~GTSP2178~1) 184 reads removed after all filters.
[105.3 minutes]	Chunk 25: (pHO2~GTSP2178~1) 2 reads remaining after LTR/ITR capture.
[105.3 minutes]	Chunk 25: (pHO2~GTSP2178~1) captured random linker ids.
[105.3 minutes]	Chunk 25: (3181) reads remaining after read length filters.
[105.3 minutes]	Chunk 25: (pHO2~GTSP2178~1) completed with 3181 reads.
[105.7 minutes]	Chunk 25: (pM12~GTSP2179~1) 206705 reads pass barcode filter.
[105.7 minutes]	Chunk 25: (pM12~GTSP2179~1) 8047 reads pass linker code filter.
[105.7 minutes]	Chunk 25: (pM12~GTSP2179~1) 7937 reads pass all demultiplexing filters.
[105.8 minutes]	Chunk 25: (pM12~GTSP2179~1) 9 reads aligned to the vector and will be removed.
[105.8 minutes]	Chunk 25: (pM12~GTSP2179~1) 7934 reads remain after removing vector aligned reads and synchronizing.
[105.8 minutes]	Chunk 25: (pM12~GTSP2179~1) 181 reads removed by virus read start test filter (10 NTs).
[105.8 minutes]	Chunk 25: (pM12~GTSP2179~1) 181 reads removed after all filters.
[105.9 minutes]	Chunk 25: (pM12~GTSP2179~1) 2 reads remaining after LTR/ITR capture.
[105.9 minutes]	Chunk 25: (pM12~GTSP2179~1) captured random linker ids.
[105.9 minutes]	Chunk 25: (2560) reads remaining after read length filters.
[105.9 minutes]	Chunk 25: (pM12~GTSP2179~1) completed with 2560 reads.
[106.2 minutes]	Chunk 25: (NTC~NTC2~1) 206705 reads pass barcode filter.
[106.2 minutes]	Chunk 25: (NTC~NTC2~1) 0 reads pass linker code filter.
[106.2 minutes]	Chunk 25: (NTC~NTC2~1) No reads demultiplexed.
