[87.0 minutes]	Chunk 9: (pM50~GTSP2160~1) 202612 reads pass barcode filter.
[96.3 minutes]	Chunk 9: (pH19~GTSP2170~1) 6319 reads pass all demultiplexing filters.
[96.3 minutes]	Chunk 9: (pH19~GTSP2170~1) 31 reads aligned to the vector and will be removed.
[96.3 minutes]	Chunk 9: (pH19~GTSP2170~1) 6304 reads remain after removing vector aligned reads and synchronizing.
[96.3 minutes]	Chunk 9: (pH19~GTSP2170~1) 310 reads removed by virus read start test filter (10 NTs).
[96.3 minutes]	Chunk 9: (pH19~GTSP2170~1) 310 reads removed after all filters.
[96.5 minutes]	Chunk 9: (pH19~GTSP2170~1) 2 reads remaining after LTR/ITR capture.
[96.5 minutes]	Chunk 9: (pH19~GTSP2170~1) captured random linker ids.
[96.5 minutes]	Chunk 9: (3624) reads remaining after read length filters.
[96.5 minutes]	Chunk 9: (pH19~GTSP2170~1) completed with 3624 reads.
[96.9 minutes]	Chunk 9: (pH19~GTSP2171~1) 202612 reads pass barcode filter.
[97.0 minutes]	Chunk 9: (pH19~GTSP2171~1) 32 reads pass linker code filter.
[97.0 minutes]	Chunk 9: (pH19~GTSP2171~1) 31 reads pass all demultiplexing filters.
[97.0 minutes]	Chunk 9: (pH19~GTSP2171~1) 0 reads aligned to the vector and will be removed.
[97.0 minutes]	Chunk 9: (pH19~GTSP2171~1) 31 reads remain after removing vector aligned reads and synchronizing.
[97.0 minutes]	Chunk 9: (pH19~GTSP2171~1) 3 reads removed by virus read start test filter (10 NTs).
[97.0 minutes]	Chunk 9: (pH19~GTSP2171~1) 3 reads removed after all filters.
[97.0 minutes]	Chunk 9: (pH19~GTSP2171~1) 2 reads remaining after LTR/ITR capture.
[97.0 minutes]	Chunk 9: (pH19~GTSP2171~1) captured random linker ids.
[97.0 minutes]	Chunk 9: (11) reads remaining after read length filters.
[97.0 minutes]	Chunk 9: (pH19~GTSP2171~1) completed with 11 reads.
[97.4 minutes]	Chunk 9: (pJ60~GTSP2172~1) 202612 reads pass barcode filter.
[97.5 minutes]	Chunk 9: (pJ60~GTSP2172~1) 15834 reads pass linker code filter.
[97.5 minutes]	Chunk 9: (pJ60~GTSP2172~1) 15624 reads pass all demultiplexing filters.
[97.6 minutes]	Chunk 9: (pJ60~GTSP2172~1) 90 reads aligned to the vector and will be removed.
[97.6 minutes]	Chunk 9: (pJ60~GTSP2172~1) 15593 reads remain after removing vector aligned reads and synchronizing.
[97.6 minutes]	Chunk 9: (pJ60~GTSP2172~1) 735 reads removed by virus read start test filter (10 NTs).
[97.6 minutes]	Chunk 9: (pJ60~GTSP2172~1) 735 reads removed after all filters.
[98.3 minutes]	Chunk 9: (pJ60~GTSP2172~1) 2 reads remaining after LTR/ITR capture.
[98.3 minutes]	Chunk 9: (pJ60~GTSP2172~1) captured random linker ids.
[98.3 minutes]	Chunk 9: (8598) reads remaining after read length filters.
[98.3 minutes]	Chunk 9: (pJ60~GTSP2172~1) completed with 8598 reads.
[98.7 minutes]	Chunk 9: (pJ60~GTSP2173~1) 202612 reads pass barcode filter.
[98.8 minutes]	Chunk 9: (pJ60~GTSP2173~1) 14825 reads pass linker code filter.
[98.8 minutes]	Chunk 9: (pJ60~GTSP2173~1) 14632 reads pass all demultiplexing filters.
[98.9 minutes]	Chunk 9: (pJ60~GTSP2173~1) 128 reads aligned to the vector and will be removed.
[98.9 minutes]	Chunk 9: (pJ60~GTSP2173~1) 14589 reads remain after removing vector aligned reads and synchronizing.
[98.9 minutes]	Chunk 9: (pJ60~GTSP2173~1) 761 reads removed by virus read start test filter (10 NTs).
[98.9 minutes]	Chunk 9: (pJ60~GTSP2173~1) 761 reads removed after all filters.
[99.4 minutes]	Chunk 9: (pJ60~GTSP2173~1) 2 reads remaining after LTR/ITR capture.
[99.4 minutes]	Chunk 9: (pJ60~GTSP2173~1) captured random linker ids.
[99.5 minutes]	Chunk 9: (8408) reads remaining after read length filters.
[99.5 minutes]	Chunk 9: (pJ60~GTSP2173~1) completed with 8408 reads.
[99.9 minutes]	Chunk 9: (pJ60~GTSP2174~1) 202612 reads pass barcode filter.
[99.9 minutes]	Chunk 9: (pJ60~GTSP2174~1) 13239 reads pass linker code filter.
[99.9 minutes]	Chunk 9: (pJ60~GTSP2174~1) 13053 reads pass all demultiplexing filters.
[100.0 minutes]	Chunk 9: (pJ60~GTSP2174~1) 34 reads aligned to the vector and will be removed.
[100.0 minutes]	Chunk 9: (pJ60~GTSP2174~1) 13041 reads remain after removing vector aligned reads and synchronizing.
[100.0 minutes]	Chunk 9: (pJ60~GTSP2174~1) 602 reads removed by virus read start test filter (10 NTs).
[100.0 minutes]	Chunk 9: (pJ60~GTSP2174~1) 602 reads removed after all filters.
[100.4 minutes]	Chunk 9: (pJ60~GTSP2174~1) 2 reads remaining after LTR/ITR capture.
[100.4 minutes]	Chunk 9: (pJ60~GTSP2174~1) captured random linker ids.
[100.4 minutes]	Chunk 9: (6336) reads remaining after read length filters.
[100.4 minutes]	Chunk 9: (pJ60~GTSP2174~1) completed with 6336 reads.
[100.9 minutes]	Chunk 9: (pM06~GTSP2175~1) 202612 reads pass barcode filter.
[100.9 minutes]	Chunk 9: (pM06~GTSP2175~1) 12508 reads pass linker code filter.
[100.9 minutes]	Chunk 9: (pM06~GTSP2175~1) 12214 reads pass all demultiplexing filters.
[101.0 minutes]	Chunk 9: (pM06~GTSP2175~1) 166 reads aligned to the vector and will be removed.
[101.0 minutes]	Chunk 9: (pM06~GTSP2175~1) 12142 reads remain after removing vector aligned reads and synchronizing.
[101.0 minutes]	Chunk 9: (pM06~GTSP2175~1) 691 reads removed by virus read start test filter (10 NTs).
[101.0 minutes]	Chunk 9: (pM06~GTSP2175~1) 691 reads removed after all filters.
[101.5 minutes]	Chunk 9: (pM06~GTSP2175~1) 2 reads remaining after LTR/ITR capture.
[101.5 minutes]	Chunk 9: (pM06~GTSP2175~1) captured random linker ids.
[101.5 minutes]	Chunk 9: (4625) reads remaining after read length filters.
[101.5 minutes]	Chunk 9: (pM06~GTSP2175~1) completed with 4625 reads.
[101.9 minutes]	Chunk 9: (pM06~GTSP2176~1) 202612 reads pass barcode filter.
[102.0 minutes]	Chunk 9: (pM06~GTSP2176~1) 16096 reads pass linker code filter.
[102.0 minutes]	Chunk 9: (pM06~GTSP2176~1) 15821 reads pass all demultiplexing filters.
[102.1 minutes]	Chunk 9: (pM06~GTSP2176~1) 205 reads aligned to the vector and will be removed.
[102.1 minutes]	Chunk 9: (pM06~GTSP2176~1) 15740 reads remain after removing vector aligned reads and synchronizing.
[102.1 minutes]	Chunk 9: (pM06~GTSP2176~1) 714 reads removed by virus read start test filter (10 NTs).
[102.1 minutes]	Chunk 9: (pM06~GTSP2176~1) 714 reads removed after all filters.
[102.6 minutes]	Chunk 9: (pM06~GTSP2176~1) 2 reads remaining after LTR/ITR capture.
[102.6 minutes]	Chunk 9: (pM06~GTSP2176~1) captured random linker ids.
[102.6 minutes]	Chunk 9: (6305) reads remaining after read length filters.
[102.6 minutes]	Chunk 9: (pM06~GTSP2176~1) completed with 6305 reads.
[103.0 minutes]	Chunk 9: (pM06~GTSP2177~1) 202612 reads pass barcode filter.
[103.1 minutes]	Chunk 9: (pM06~GTSP2177~1) 12090 reads pass linker code filter.
[103.1 minutes]	Chunk 9: (pM06~GTSP2177~1) 11897 reads pass all demultiplexing filters.
[103.2 minutes]	Chunk 9: (pM06~GTSP2177~1) 171 reads aligned to the vector and will be removed.
[103.2 minutes]	Chunk 9: (pM06~GTSP2177~1) 11826 reads remain after removing vector aligned reads and synchronizing.
[103.2 minutes]	Chunk 9: (pM06~GTSP2177~1) 448 reads removed by virus read start test filter (10 NTs).
[103.2 minutes]	Chunk 9: (pM06~GTSP2177~1) 448 reads removed after all filters.
[103.7 minutes]	Chunk 9: (pM06~GTSP2177~1) 2 reads remaining after LTR/ITR capture.
[103.7 minutes]	Chunk 9: (pM06~GTSP2177~1) captured random linker ids.
[103.7 minutes]	Chunk 9: (4894) reads remaining after read length filters.
[103.7 minutes]	Chunk 9: (pM06~GTSP2177~1) completed with 4894 reads.
[104.2 minutes]	Chunk 9: (pHO2~GTSP2178~1) 202612 reads pass barcode filter.
[104.2 minutes]	Chunk 9: (pHO2~GTSP2178~1) 9590 reads pass linker code filter.
[104.2 minutes]	Chunk 9: (pHO2~GTSP2178~1) 9430 reads pass all demultiplexing filters.
[104.3 minutes]	Chunk 9: (pHO2~GTSP2178~1) 3 reads aligned to the vector and will be removed.
[104.3 minutes]	Chunk 9: (pHO2~GTSP2178~1) 9429 reads remain after removing vector aligned reads and synchronizing.
[104.3 minutes]	Chunk 9: (pHO2~GTSP2178~1) 171 reads removed by virus read start test filter (10 NTs).
[104.3 minutes]	Chunk 9: (pHO2~GTSP2178~1) 171 reads removed after all filters.
[104.5 minutes]	Chunk 9: (pHO2~GTSP2178~1) 2 reads remaining after LTR/ITR capture.
[104.5 minutes]	Chunk 9: (pHO2~GTSP2178~1) captured random linker ids.
[104.5 minutes]	Chunk 9: (2507) reads remaining after read length filters.
[104.5 minutes]	Chunk 9: (pHO2~GTSP2178~1) completed with 2507 reads.
[105.0 minutes]	Chunk 9: (pM12~GTSP2179~1) 202612 reads pass barcode filter.
[105.0 minutes]	Chunk 9: (pM12~GTSP2179~1) 7156 reads pass linker code filter.
[105.0 minutes]	Chunk 9: (pM12~GTSP2179~1) 7059 reads pass all demultiplexing filters.
[105.1 minutes]	Chunk 9: (pM12~GTSP2179~1) 0 reads aligned to the vector and will be removed.
[105.1 minutes]	Chunk 9: (pM12~GTSP2179~1) 7059 reads remain after removing vector aligned reads and synchronizing.
[105.1 minutes]	Chunk 9: (pM12~GTSP2179~1) 184 reads removed by virus read start test filter (10 NTs).
[105.1 minutes]	Chunk 9: (pM12~GTSP2179~1) 184 reads removed after all filters.
[105.2 minutes]	Chunk 9: (pM12~GTSP2179~1) 2 reads remaining after LTR/ITR capture.
[105.2 minutes]	Chunk 9: (pM12~GTSP2179~1) captured random linker ids.
[105.2 minutes]	Chunk 9: (1903) reads remaining after read length filters.
[105.2 minutes]	Chunk 9: (pM12~GTSP2179~1) completed with 1903 reads.
[105.7 minutes]	Chunk 9: (NTC~NTC2~1) 202612 reads pass barcode filter.
[105.7 minutes]	Chunk 9: (NTC~NTC2~1) 0 reads pass linker code filter.
[105.7 minutes]	Chunk 9: (NTC~NTC2~1) No reads demultiplexed.
