[86.6 minutes]	Chunk 16: (pM50~GTSP2160~1) 206967 reads pass barcode filter.
[89.8 minutes]	Chunk 16: (pM66~GTSP2163~1) 2 reads remaining after LTR/ITR capture.
[89.8 minutes]	Chunk 16: (pM66~GTSP2163~1) captured random linker ids.
[89.8 minutes]	Chunk 16: (3192) reads remaining after read length filters.
[89.8 minutes]	Chunk 16: (pM66~GTSP2163~1) completed with 3192 reads.
[90.2 minutes]	Chunk 16: (pM66~GTSP2164~1) 206967 reads pass barcode filter.
[90.2 minutes]	Chunk 16: (pM66~GTSP2164~1) 11812 reads pass linker code filter.
[90.3 minutes]	Chunk 16: (pM66~GTSP2164~1) 11636 reads pass all demultiplexing filters.
[90.4 minutes]	Chunk 16: (pM66~GTSP2164~1) 62 reads aligned to the vector and will be removed.
[90.4 minutes]	Chunk 16: (pM66~GTSP2164~1) 11614 reads remain after removing vector aligned reads and synchronizing.
[90.4 minutes]	Chunk 16: (pM66~GTSP2164~1) 341 reads removed by virus read start test filter (10 NTs).
[90.4 minutes]	Chunk 16: (pM66~GTSP2164~1) 341 reads removed after all filters.
[90.8 minutes]	Chunk 16: (pM66~GTSP2164~1) 2 reads remaining after LTR/ITR capture.
[90.8 minutes]	Chunk 16: (pM66~GTSP2164~1) captured random linker ids.
[90.8 minutes]	Chunk 16: (4232) reads remaining after read length filters.
[90.8 minutes]	Chunk 16: (pM66~GTSP2164~1) completed with 4232 reads.
[91.2 minutes]	Chunk 16: (pM66~GTSP2165~1) 206967 reads pass barcode filter.
[91.3 minutes]	Chunk 16: (pM66~GTSP2165~1) 5772 reads pass linker code filter.
[91.3 minutes]	Chunk 16: (pM66~GTSP2165~1) 5679 reads pass all demultiplexing filters.
[91.3 minutes]	Chunk 16: (pM66~GTSP2165~1) 98 reads aligned to the vector and will be removed.
[91.3 minutes]	Chunk 16: (pM66~GTSP2165~1) 5641 reads remain after removing vector aligned reads and synchronizing.
[91.3 minutes]	Chunk 16: (pM66~GTSP2165~1) 319 reads removed by virus read start test filter (10 NTs).
[91.3 minutes]	Chunk 16: (pM66~GTSP2165~1) 319 reads removed after all filters.
[91.6 minutes]	Chunk 16: (pM66~GTSP2165~1) 2 reads remaining after LTR/ITR capture.
[91.6 minutes]	Chunk 16: (pM66~GTSP2165~1) captured random linker ids.
[91.6 minutes]	Chunk 16: (3098) reads remaining after read length filters.
[91.6 minutes]	Chunk 16: (pM66~GTSP2165~1) completed with 3098 reads.
[92.0 minutes]	Chunk 16: (pLinus~GTSP2166~1) 206967 reads pass barcode filter.
[92.1 minutes]	Chunk 16: (pLinus~GTSP2166~1) 13749 reads pass linker code filter.
[92.1 minutes]	Chunk 16: (pLinus~GTSP2166~1) 13598 reads pass all demultiplexing filters.
[92.2 minutes]	Chunk 16: (pLinus~GTSP2166~1) 1 reads aligned to the vector and will be removed.
[92.2 minutes]	Chunk 16: (pLinus~GTSP2166~1) 13597 reads remain after removing vector aligned reads and synchronizing.
[92.2 minutes]	Chunk 16: (pLinus~GTSP2166~1) 621 reads removed by virus read start test filter (10 NTs).
[92.2 minutes]	Chunk 16: (pLinus~GTSP2166~1) 621 reads removed after all filters.
[92.5 minutes]	Chunk 16: (pLinus~GTSP2166~1) 2 reads remaining after LTR/ITR capture.
[92.5 minutes]	Chunk 16: (pLinus~GTSP2166~1) captured random linker ids.
[92.6 minutes]	Chunk 16: (7266) reads remaining after read length filters.
[92.6 minutes]	Chunk 16: (pLinus~GTSP2166~1) completed with 7266 reads.
[93.0 minutes]	Chunk 16: (pLinus~GTSP2167~1) 206967 reads pass barcode filter.
[93.1 minutes]	Chunk 16: (pLinus~GTSP2167~1) 11723 reads pass linker code filter.
[93.1 minutes]	Chunk 16: (pLinus~GTSP2167~1) 11605 reads pass all demultiplexing filters.
[93.2 minutes]	Chunk 16: (pLinus~GTSP2167~1) 3 reads aligned to the vector and will be removed.
[93.2 minutes]	Chunk 16: (pLinus~GTSP2167~1) 11604 reads remain after removing vector aligned reads and synchronizing.
[93.2 minutes]	Chunk 16: (pLinus~GTSP2167~1) 736 reads removed by virus read start test filter (10 NTs).
[93.2 minutes]	Chunk 16: (pLinus~GTSP2167~1) 736 reads removed after all filters.
[93.5 minutes]	Chunk 16: (pLinus~GTSP2167~1) 2 reads remaining after LTR/ITR capture.
[93.5 minutes]	Chunk 16: (pLinus~GTSP2167~1) captured random linker ids.
[93.5 minutes]	Chunk 16: (7992) reads remaining after read length filters.
[93.5 minutes]	Chunk 16: (pLinus~GTSP2167~1) completed with 7992 reads.
[94.0 minutes]	Chunk 16: (pLinus~GTSP2168~1) 206967 reads pass barcode filter.
[94.0 minutes]	Chunk 16: (pLinus~GTSP2168~1) 10340 reads pass linker code filter.
[94.0 minutes]	Chunk 16: (pLinus~GTSP2168~1) 10192 reads pass all demultiplexing filters.
[94.1 minutes]	Chunk 16: (pLinus~GTSP2168~1) 0 reads aligned to the vector and will be removed.
[94.1 minutes]	Chunk 16: (pLinus~GTSP2168~1) 10192 reads remain after removing vector aligned reads and synchronizing.
[94.1 minutes]	Chunk 16: (pLinus~GTSP2168~1) 556 reads removed by virus read start test filter (10 NTs).
[94.1 minutes]	Chunk 16: (pLinus~GTSP2168~1) 556 reads removed after all filters.
[94.4 minutes]	Chunk 16: (pLinus~GTSP2168~1) 2 reads remaining after LTR/ITR capture.
[94.4 minutes]	Chunk 16: (pLinus~GTSP2168~1) captured random linker ids.
[94.4 minutes]	Chunk 16: (5461) reads remaining after read length filters.
[94.4 minutes]	Chunk 16: (pLinus~GTSP2168~1) completed with 5461 reads.
[94.8 minutes]	Chunk 16: (NTC~NTC1~1) 206967 reads pass barcode filter.
[94.9 minutes]	Chunk 16: (NTC~NTC1~1) 0 reads pass linker code filter.
[94.9 minutes]	Chunk 16: (NTC~NTC1~1) No reads demultiplexed.
[95.3 minutes]	Chunk 16: (pH19~GTSP2169~1) 206967 reads pass barcode filter.
[95.4 minutes]	Chunk 16: (pH19~GTSP2169~1) 5801 reads pass linker code filter.
[95.4 minutes]	Chunk 16: (pH19~GTSP2169~1) 5723 reads pass all demultiplexing filters.
[95.4 minutes]	Chunk 16: (pH19~GTSP2169~1) 21 reads aligned to the vector and will be removed.
[95.4 minutes]	Chunk 16: (pH19~GTSP2169~1) 5714 reads remain after removing vector aligned reads and synchronizing.
[95.4 minutes]	Chunk 16: (pH19~GTSP2169~1) 394 reads removed by virus read start test filter (10 NTs).
[95.4 minutes]	Chunk 16: (pH19~GTSP2169~1) 394 reads removed after all filters.
[95.6 minutes]	Chunk 16: (pH19~GTSP2169~1) 2 reads remaining after LTR/ITR capture.
[95.6 minutes]	Chunk 16: (pH19~GTSP2169~1) captured random linker ids.
[95.6 minutes]	Chunk 16: (2890) reads remaining after read length filters.
[95.6 minutes]	Chunk 16: (pH19~GTSP2169~1) completed with 2890 reads.
[96.1 minutes]	Chunk 16: (pH19~GTSP2170~1) 206967 reads pass barcode filter.
[96.1 minutes]	Chunk 16: (pH19~GTSP2170~1) 6121 reads pass linker code filter.
[96.1 minutes]	Chunk 16: (pH19~GTSP2170~1) 6046 reads pass all demultiplexing filters.
[96.2 minutes]	Chunk 16: (pH19~GTSP2170~1) 38 reads aligned to the vector and will be removed.
[96.2 minutes]	Chunk 16: (pH19~GTSP2170~1) 6028 reads remain after removing vector aligned reads and synchronizing.
[96.2 minutes]	Chunk 16: (pH19~GTSP2170~1) 289 reads removed by virus read start test filter (10 NTs).
[96.2 minutes]	Chunk 16: (pH19~GTSP2170~1) 289 reads removed after all filters.
[96.3 minutes]	Chunk 16: (pH19~GTSP2170~1) 2 reads remaining after LTR/ITR capture.
[96.3 minutes]	Chunk 16: (pH19~GTSP2170~1) captured random linker ids.
[96.3 minutes]	Chunk 16: (3629) reads remaining after read length filters.
[96.3 minutes]	Chunk 16: (pH19~GTSP2170~1) completed with 3629 reads.
[96.8 minutes]	Chunk 16: (pH19~GTSP2171~1) 206967 reads pass barcode filter.
[96.8 minutes]	Chunk 16: (pH19~GTSP2171~1) 86 reads pass linker code filter.
[96.8 minutes]	Chunk 16: (pH19~GTSP2171~1) 82 reads pass all demultiplexing filters.
[96.8 minutes]	Chunk 16: (pH19~GTSP2171~1) 0 reads aligned to the vector and will be removed.
[96.8 minutes]	Chunk 16: (pH19~GTSP2171~1) 82 reads remain after removing vector aligned reads and synchronizing.
[96.8 minutes]	Chunk 16: (pH19~GTSP2171~1) 3 reads removed by virus read start test filter (10 NTs).
[96.8 minutes]	Chunk 16: (pH19~GTSP2171~1) 3 reads removed after all filters.
[96.8 minutes]	Chunk 16: (pH19~GTSP2171~1) 2 reads remaining after LTR/ITR capture.
[96.8 minutes]	Chunk 16: (pH19~GTSP2171~1) captured random linker ids.
[96.8 minutes]	Chunk 16: (55) reads remaining after read length filters.
[96.8 minutes]	Chunk 16: (pH19~GTSP2171~1) completed with 55 reads.
[97.3 minutes]	Chunk 16: (pJ60~GTSP2172~1) 206967 reads pass barcode filter.
[97.3 minutes]	Chunk 16: (pJ60~GTSP2172~1) 15351 reads pass linker code filter.
[97.3 minutes]	Chunk 16: (pJ60~GTSP2172~1) 15148 reads pass all demultiplexing filters.
[97.5 minutes]	Chunk 16: (pJ60~GTSP2172~1) 107 reads aligned to the vector and will be removed.
[97.5 minutes]	Chunk 16: (pJ60~GTSP2172~1) 15111 reads remain after removing vector aligned reads and synchronizing.
[97.5 minutes]	Chunk 16: (pJ60~GTSP2172~1) 829 reads removed by virus read start test filter (10 NTs).
[97.5 minutes]	Chunk 16: (pJ60~GTSP2172~1) 829 reads removed after all filters.
[98.2 minutes]	Chunk 16: (pJ60~GTSP2172~1) 2 reads remaining after LTR/ITR capture.
[98.2 minutes]	Chunk 16: (pJ60~GTSP2172~1) captured random linker ids.
[98.2 minutes]	Chunk 16: (8520) reads remaining after read length filters.
[98.2 minutes]	Chunk 16: (pJ60~GTSP2172~1) completed with 8520 reads.
[98.7 minutes]	Chunk 16: (pJ60~GTSP2173~1) 206967 reads pass barcode filter.
[98.7 minutes]	Chunk 16: (pJ60~GTSP2173~1) 14860 reads pass linker code filter.
[98.7 minutes]	Chunk 16: (pJ60~GTSP2173~1) 14681 reads pass all demultiplexing filters.
[98.8 minutes]	Chunk 16: (pJ60~GTSP2173~1) 175 reads aligned to the vector and will be removed.
[98.8 minutes]	Chunk 16: (pJ60~GTSP2173~1) 14622 reads remain after removing vector aligned reads and synchronizing.
[98.8 minutes]	Chunk 16: (pJ60~GTSP2173~1) 743 reads removed by virus read start test filter (10 NTs).
[98.8 minutes]	Chunk 16: (pJ60~GTSP2173~1) 743 reads removed after all filters.
[99.4 minutes]	Chunk 16: (pJ60~GTSP2173~1) 2 reads remaining after LTR/ITR capture.
[99.4 minutes]	Chunk 16: (pJ60~GTSP2173~1) captured random linker ids.
[99.4 minutes]	Chunk 16: (8662) reads remaining after read length filters.
[99.4 minutes]	Chunk 16: (pJ60~GTSP2173~1) completed with 8662 reads.
[99.9 minutes]	Chunk 16: (pJ60~GTSP2174~1) 206967 reads pass barcode filter.
[99.9 minutes]	Chunk 16: (pJ60~GTSP2174~1) 12942 reads pass linker code filter.
[99.9 minutes]	Chunk 16: (pJ60~GTSP2174~1) 12752 reads pass all demultiplexing filters.
[100.0 minutes]	Chunk 16: (pJ60~GTSP2174~1) 59 reads aligned to the vector and will be removed.
[100.0 minutes]	Chunk 16: (pJ60~GTSP2174~1) 12730 reads remain after removing vector aligned reads and synchronizing.
[100.0 minutes]	Chunk 16: (pJ60~GTSP2174~1) 645 reads removed by virus read start test filter (10 NTs).
[100.0 minutes]	Chunk 16: (pJ60~GTSP2174~1) 645 reads removed after all filters.
[100.4 minutes]	Chunk 16: (pJ60~GTSP2174~1) 2 reads remaining after LTR/ITR capture.
[100.4 minutes]	Chunk 16: (pJ60~GTSP2174~1) captured random linker ids.
[100.4 minutes]	Chunk 16: (6330) reads remaining after read length filters.
[100.4 minutes]	Chunk 16: (pJ60~GTSP2174~1) completed with 6330 reads.
[100.9 minutes]	Chunk 16: (pM06~GTSP2175~1) 206967 reads pass barcode filter.
[100.9 minutes]	Chunk 16: (pM06~GTSP2175~1) 12567 reads pass linker code filter.
[100.9 minutes]	Chunk 16: (pM06~GTSP2175~1) 12335 reads pass all demultiplexing filters.
[101.0 minutes]	Chunk 16: (pM06~GTSP2175~1) 214 reads aligned to the vector and will be removed.
[101.0 minutes]	Chunk 16: (pM06~GTSP2175~1) 12256 reads remain after removing vector aligned reads and synchronizing.
[101.0 minutes]	Chunk 16: (pM06~GTSP2175~1) 778 reads removed by virus read start test filter (10 NTs).
[101.0 minutes]	Chunk 16: (pM06~GTSP2175~1) 778 reads removed after all filters.
[101.5 minutes]	Chunk 16: (pM06~GTSP2175~1) 2 reads remaining after LTR/ITR capture.
[101.5 minutes]	Chunk 16: (pM06~GTSP2175~1) captured random linker ids.
[101.5 minutes]	Chunk 16: (4802) reads remaining after read length filters.
[101.5 minutes]	Chunk 16: (pM06~GTSP2175~1) completed with 4802 reads.
[102.0 minutes]	Chunk 16: (pM06~GTSP2176~1) 206967 reads pass barcode filter.
[102.0 minutes]	Chunk 16: (pM06~GTSP2176~1) 16440 reads pass linker code filter.
[102.0 minutes]	Chunk 16: (pM06~GTSP2176~1) 16158 reads pass all demultiplexing filters.
[102.2 minutes]	Chunk 16: (pM06~GTSP2176~1) 255 reads aligned to the vector and will be removed.
[102.2 minutes]	Chunk 16: (pM06~GTSP2176~1) 16055 reads remain after removing vector aligned reads and synchronizing.
[102.2 minutes]	Chunk 16: (pM06~GTSP2176~1) 820 reads removed by virus read start test filter (10 NTs).
[102.2 minutes]	Chunk 16: (pM06~GTSP2176~1) 820 reads removed after all filters.
[102.7 minutes]	Chunk 16: (pM06~GTSP2176~1) 2 reads remaining after LTR/ITR capture.
[102.7 minutes]	Chunk 16: (pM06~GTSP2176~1) captured random linker ids.
[102.7 minutes]	Chunk 16: (6491) reads remaining after read length filters.
[102.7 minutes]	Chunk 16: (pM06~GTSP2176~1) completed with 6491 reads.
[103.2 minutes]	Chunk 16: (pM06~GTSP2177~1) 206967 reads pass barcode filter.
[103.2 minutes]	Chunk 16: (pM06~GTSP2177~1) 12364 reads pass linker code filter.
[103.2 minutes]	Chunk 16: (pM06~GTSP2177~1) 12168 reads pass all demultiplexing filters.
[103.3 minutes]	Chunk 16: (pM06~GTSP2177~1) 228 reads aligned to the vector and will be removed.
[103.3 minutes]	Chunk 16: (pM06~GTSP2177~1) 12074 reads remain after removing vector aligned reads and synchronizing.
[103.3 minutes]	Chunk 16: (pM06~GTSP2177~1) 520 reads removed by virus read start test filter (10 NTs).
[103.3 minutes]	Chunk 16: (pM06~GTSP2177~1) 520 reads removed after all filters.
[103.8 minutes]	Chunk 16: (pM06~GTSP2177~1) 2 reads remaining after LTR/ITR capture.
[103.8 minutes]	Chunk 16: (pM06~GTSP2177~1) captured random linker ids.
[103.8 minutes]	Chunk 16: (5096) reads remaining after read length filters.
[103.8 minutes]	Chunk 16: (pM06~GTSP2177~1) completed with 5096 reads.
[104.2 minutes]	Chunk 16: (pHO2~GTSP2178~1) 206967 reads pass barcode filter.
[104.3 minutes]	Chunk 16: (pHO2~GTSP2178~1) 10486 reads pass linker code filter.
[104.3 minutes]	Chunk 16: (pHO2~GTSP2178~1) 10315 reads pass all demultiplexing filters.
[104.4 minutes]	Chunk 16: (pHO2~GTSP2178~1) 9 reads aligned to the vector and will be removed.
[104.4 minutes]	Chunk 16: (pHO2~GTSP2178~1) 10312 reads remain after removing vector aligned reads and synchronizing.
[104.4 minutes]	Chunk 16: (pHO2~GTSP2178~1) 217 reads removed by virus read start test filter (10 NTs).
[104.4 minutes]	Chunk 16: (pHO2~GTSP2178~1) 217 reads removed after all filters.
[104.7 minutes]	Chunk 16: (pHO2~GTSP2178~1) 2 reads remaining after LTR/ITR capture.
[104.7 minutes]	Chunk 16: (pHO2~GTSP2178~1) captured random linker ids.
[104.7 minutes]	Chunk 16: (2901) reads remaining after read length filters.
[104.7 minutes]	Chunk 16: (pHO2~GTSP2178~1) completed with 2901 reads.
[105.1 minutes]	Chunk 16: (pM12~GTSP2179~1) 206967 reads pass barcode filter.
[105.1 minutes]	Chunk 16: (pM12~GTSP2179~1) 7882 reads pass linker code filter.
[105.1 minutes]	Chunk 16: (pM12~GTSP2179~1) 7753 reads pass all demultiplexing filters.
[105.2 minutes]	Chunk 16: (pM12~GTSP2179~1) 3 reads aligned to the vector and will be removed.
[105.2 minutes]	Chunk 16: (pM12~GTSP2179~1) 7752 reads remain after removing vector aligned reads and synchronizing.
[105.2 minutes]	Chunk 16: (pM12~GTSP2179~1) 213 reads removed by virus read start test filter (10 NTs).
[105.2 minutes]	Chunk 16: (pM12~GTSP2179~1) 213 reads removed after all filters.
[105.4 minutes]	Chunk 16: (pM12~GTSP2179~1) 2 reads remaining after LTR/ITR capture.
[105.4 minutes]	Chunk 16: (pM12~GTSP2179~1) captured random linker ids.
[105.4 minutes]	Chunk 16: (2320) reads remaining after read length filters.
[105.4 minutes]	Chunk 16: (pM12~GTSP2179~1) completed with 2320 reads.
[105.7 minutes]	Chunk 16: (NTC~NTC2~1) 206967 reads pass barcode filter.
[105.7 minutes]	Chunk 16: (NTC~NTC2~1) 0 reads pass linker code filter.
[105.7 minutes]	Chunk 16: (NTC~NTC2~1) No reads demultiplexed.
